,start_time,end_time,activity,real_start,real_end
12:25:35.706879,0 days 00:01:03.706879000,0 days 00:01:05.372162000,search,0 days 12:25:35.706879000,0 days 12:25:37.372162000
12:27:04.744640,0 days 00:00:47.744640000,0 days 00:00:49.064960000,buzz1,0 days 12:27:04.744640000,0 days 12:27:06.064960000
12:27:06.116798,0 days 00:00:49.116798000,0 days 00:00:49.450241000,search,0 days 12:27:06.116798000,0 days 12:27:06.450241000
12:27:32.164803,0 days 00:01:15.164803000,0 days 00:01:15.473923000,search,0 days 12:27:32.164803000,0 days 12:27:32.473923000
12:28:05.631040,0 days 00:00:02.631040000,0 days 00:00:03.357440000,search,0 days 12:28:05.631040000,0 days 12:28:06.357440000
12:29:30.795837,0 days 00:01:27.795837000,0 days 00:01:28.777603000,buzz1,0 days 12:29:30.795837000,0 days 12:29:31.777603000
12:29:31.830078,0 days 00:01:28.830078000,0 days 00:01:29.305573000,search,0 days 12:29:31.830078000,0 days 12:29:32.305573000
12:30:03.719680,0 days 00:00:15.719680000,0 days 00:00:15.886080000,search,0 days 12:30:03.719680000,0 days 12:30:03.886080000
12:31:02.085121,0 days 00:01:14.085121000,0 days 00:01:15.482887000,search,0 days 12:31:02.085121000,0 days 12:31:03.482887000
12:31:06.802559,0 days 00:01:18.802559000,0 days 00:01:19.758057000,search,0 days 12:31:06.802559000,0 days 12:31:07.758057000
12:31:41.497600,0 days 00:00:07.497600000,0 days 00:00:08.083840000,approach,0 days 12:31:41.497600000,0 days 12:31:42.083840000
12:31:42.131200,0 days 00:00:08.131200000,0 days 00:00:08.206719000,search,0 days 12:31:42.131200000,0 days 12:31:42.206719000
12:33:37.108801,0 days 00:00:18.108801000,0 days 00:00:19.741440000,buzz1,0 days 12:33:37.108801000,0 days 12:33:38.741440000
12:33:38.990400,0 days 00:00:19.990400000,0 days 00:00:20.252800000,search,0 days 12:33:38.990400000,0 days 12:33:39.252800000
12:34:16.128318,0 days 00:00:57.128318999,0 days 00:00:58.889599000,search,0 days 12:34:16.128318999,0 days 12:34:17.889599000
12:34:54.413116,0 days 00:01:35.413116000,0 days 00:01:35.608322000,search,0 days 12:34:54.413116000,0 days 12:34:54.608322000
12:35:49.159359,0 days 00:00:44.159359000,0 days 00:00:45.096958000,search,0 days 12:35:49.159359000,0 days 12:35:50.096958000
12:35:52.198078,0 days 00:00:47.198078000,0 days 00:00:49.880322000,approach,0 days 12:35:52.198078000,0 days 12:35:54.880322000
12:36:05.944000,0 days 00:01:00.944000000,0 days 00:01:01.562881000,search,0 days 12:36:05.944000000,0 days 12:36:06.562881000
12:36:32.599358,0 days 00:01:27.599358000,0 days 00:01:28.124153000,search,0 days 12:36:32.599358000,0 days 12:36:33.124153000
12:37:54.717453,0 days 00:01:04.717453000,0 days 00:01:05.723518000,search,0 days 12:37:54.717453000,0 days 12:37:55.723518000
12:38:01.299843,0 days 00:01:11.299843000,0 days 00:01:12.016639999,buzz1,0 days 12:38:01.299843000,0 days 12:38:02.016639999
12:38:02.398079,0 days 00:01:12.398079000,0 days 00:01:15.800980000,search,0 days 12:38:02.398079000,0 days 12:38:05.800980000
12:38:41.554880,0 days 00:00:06.554880000,0 days 00:00:06.656640000,search,0 days 12:38:41.554880000,0 days 12:38:41.656640000
12:38:47.437760,0 days 00:00:12.437760000,0 days 00:00:13.960320000,search,0 days 12:38:47.437760000,0 days 12:38:48.960320000
12:39:08.084160,0 days 00:00:33.084160000,0 days 00:00:33.673599000,search,0 days 12:39:08.084160000,0 days 12:39:08.673599000
12:39:12.371521,0 days 00:00:37.371521000,0 days 00:00:38.277760000,search,0 days 12:39:12.371521000,0 days 12:39:13.277760000
12:39:24.281921,0 days 00:00:49.281921000,0 days 00:00:50.889599000,search,0 days 12:39:24.281921000,0 days 12:39:25.889599000
12:39:43.734077,0 days 00:01:08.734077000,0 days 00:01:09.153923000,approach,0 days 12:39:43.734077000,0 days 12:39:44.153923000
12:39:44.224960,0 days 00:01:09.224960000,0 days 00:01:09.395203000,search,0 days 12:39:44.224960000,0 days 12:39:44.395203000
12:39:53.473587,0 days 00:01:18.473587000,0 days 00:01:21.817589000,buzz1,0 days 12:39:53.473587000,0 days 12:39:56.817589000
12:40:12.584641,0 days 00:01:37.584641000,0 days 00:01:37.610237000,social call,0 days 12:40:12.584641000,0 days 12:40:12.610237000
12:40:16.839996,0 days 00:01:41.839996000,0 days 00:01:41.865601000,social call,0 days 12:40:16.839996000,0 days 12:40:16.865601000
12:40:17.102402,0 days 00:01:42.102402000,0 days 00:01:44.833298000,search,0 days 12:40:17.102402000,0 days 12:40:19.833298000
12:40:34.400960,0 days 00:00:13.400960000,0 days 00:00:15.157120000,approach,0 days 12:40:34.400960000,0 days 12:40:36.157120000
12:40:48.959681,0 days 00:00:27.959681000,0 days 00:00:29.133440000,search,0 days 12:40:48.959681000,0 days 12:40:50.133440000
12:42:08.616960,0 days 00:00:02.616960000,0 days 00:00:03.125120000,search,0 days 12:42:08.616960000,0 days 12:42:09.125120000
12:42:39.744640,0 days 00:00:33.744640000,0 days 00:00:34.699520000,search,0 days 12:42:39.744640000,0 days 12:42:40.699520000
12:42:47.100159,0 days 00:00:41.100159000,0 days 00:00:45.876480000,approach,0 days 12:42:47.100159000,0 days 12:42:51.876480000
12:42:51.978882,0 days 00:00:45.978882000,0 days 00:00:46.738560000,search,0 days 12:42:51.978882000,0 days 12:42:52.738560000
12:43:31.752937,0 days 00:01:25.752937000,0 days 00:01:26.203506000,search,0 days 12:43:31.752937000,0 days 12:43:32.203506000
12:43:46.189400,0 days 00:01:40.189400000,0 days 00:01:40.583000000,search,0 days 12:43:46.189400000,0 days 12:43:46.583000000
12:43:49.585899,0 days 00:01:43.585899000,0 days 00:01:44.268096999,buzz1(far),0 days 12:43:49.585899000,0 days 12:43:50.268096999
12:43:50.712402,0 days 00:01:44.712402000,0 days 00:01:44.791100000,search,0 days 12:43:50.712402000,0 days 12:43:50.791100000
12:44:05.886080,0 days 00:00:13.886080000,0 days 00:00:15.390720000,approach,0 days 12:44:05.886080000,0 days 12:44:07.390720000
12:44:24.750721,0 days 00:00:32.750721000,0 days 00:00:32.757118000,search,0 days 12:44:24.750721000,0 days 12:44:24.757118000
12:45:13.139839,0 days 00:01:21.139839000,0 days 00:01:21.534721000,search,0 days 12:45:13.139839000,0 days 12:45:13.534721000
12:46:48.652473,0 days 00:01:11.652473000,0 days 00:01:13.104630000,search,0 days 12:46:48.652473000,0 days 12:46:50.104630000
12:48:19.152321,0 days 00:00:56.152321000,0 days 00:00:56.382721000,search,0 days 12:48:19.152321000,0 days 12:48:19.382721000
12:49:07.692497,0 days 00:01:44.692497000,0 days 00:01:45.240402000,search,0 days 12:49:07.692497000,0 days 12:49:08.240402000
12:49:29.141121,0 days 00:00:21.141121000,0 days 00:00:21.621759000,search,0 days 12:49:29.141121000,0 days 12:49:29.621759000
12:49:56.881920,0 days 00:00:48.881920000,0 days 00:00:49.939838000,search,0 days 12:49:56.881920000,0 days 12:49:57.939838000
12:51:20.851521,0 days 00:00:27.851521000,0 days 00:00:29.714560000,search,0 days 12:51:20.851521000,0 days 12:51:22.714560000
12:52:59.246401,0 days 00:00:20.246401000,0 days 00:00:20.512640000,search,0 days 12:52:59.246401000,0 days 12:52:59.512640000
12:53:09.534401,0 days 00:00:30.534401000,0 days 00:00:30.691839000,search,0 days 12:53:09.534401000,0 days 12:53:09.691839000
12:53:24.143681,0 days 00:00:45.143681000,0 days 00:00:46.072319000,search,0 days 12:53:24.143681000,0 days 12:53:25.072319000
12:53:27.545921,0 days 00:00:48.545921000,0 days 00:00:49.343361000,search,0 days 12:53:27.545921000,0 days 12:53:28.343361000
12:55:14.536320,0 days 00:00:50.536320000,0 days 00:00:52.613121000,broken?!,0 days 12:55:14.536320000,0 days 12:55:16.613121000
12:55:20.177280,0 days 00:00:56.177280000,0 days 00:00:57.618561000,search,0 days 12:55:20.177280000,0 days 12:55:21.618561000
12:55:47.235840,0 days 00:01:23.235840000,0 days 00:01:23.592957000,search,0 days 12:55:47.235840000,0 days 12:55:47.592957000
12:58:30.814080,0 days 00:00:14.814080000,0 days 00:00:15.417600000,search,0 days 12:58:30.814080000,0 days 12:58:31.417600000
12:59:03.223679,0 days 00:00:47.223679000,0 days 00:00:47.576321000,search,0 days 12:59:03.223679000,0 days 12:59:03.576321000
12:59:45.683197,0 days 00:01:29.683197000,0 days 00:01:31.094414000,search,0 days 12:59:45.683197000,0 days 12:59:47.094414000
12:59:52.369293,0 days 00:01:36.369293000,0 days 00:01:37.583366000,search,0 days 12:59:52.369293000,0 days 12:59:53.583366000
13:00:24.543360,0 days 00:00:22.543360000,0 days 00:00:23.111679000,search,0 days 13:00:24.543360000,0 days 13:00:25.111679000
13:00:33.675520,0 days 00:00:31.675520000,0 days 00:00:33.674881000,search,0 days 13:00:33.675520000,0 days 13:00:35.674881000
13:00:39.372162,0 days 00:00:37.372162000,0 days 00:00:39.221760000,search,0 days 13:00:39.372162000,0 days 13:00:41.221760000
13:00:51.466881,0 days 00:00:49.466881000,0 days 00:00:49.925121000,search,0 days 13:00:51.466881000,0 days 13:00:51.925121000
13:01:04.040958,0 days 00:01:02.040958000,0 days 00:01:04.149757000,search,0 days 13:01:04.040958000,0 days 13:01:06.149757000
13:01:24.588158,0 days 00:01:22.588158000,0 days 00:01:23.937920000,search,0 days 13:01:24.588158000,0 days 13:01:25.937920000
13:01:57.646400,0 days 00:00:10.646400000,0 days 00:00:11.127039999,search,0 days 13:01:57.646400000,0 days 13:01:58.127039999
13:02:04.152000,0 days 00:00:17.152000000,0 days 00:00:18.181120000,search,0 days 13:02:04.152000000,0 days 13:02:05.181120000
13:02:36.996799,0 days 00:00:49.996799000,0 days 00:00:50.657921000,approach,0 days 13:02:36.996799000,0 days 13:02:37.657921000
13:02:37.867199,0 days 00:00:50.867199000,0 days 00:00:51.114239000,search,0 days 13:02:37.867199000,0 days 13:02:38.114239000
13:02:51.979843,0 days 00:01:04.979843000,0 days 00:01:05.732483000,search,0 days 13:02:51.979843000,0 days 13:02:52.732483000
13:03:06.470718,0 days 00:01:19.470718000,0 days 00:01:19.842560000,search,0 days 13:03:06.470718000,0 days 13:03:06.842560000
13:04:09.516479,0 days 00:00:36.516479000,0 days 00:00:38.593922000,buzz1,0 days 13:04:09.516479000,0 days 13:04:11.593922000
13:04:11.636799,0 days 00:00:38.636799000,0 days 00:00:38.922241000,buzz1,0 days 13:04:11.636799000,0 days 13:04:11.922241000
13:04:22.527679,0 days 00:00:49.527679000,0 days 00:00:49.767681000,approach,0 days 13:04:22.527679000,0 days 13:04:22.767681000
13:04:26.644798,0 days 00:00:53.644798000,0 days 00:00:53.652481000,search,0 days 13:04:26.644798000,0 days 13:04:26.652481000
13:04:51.087677,0 days 00:01:18.087677000,0 days 00:01:18.762253000,search,0 days 13:04:51.087677000,0 days 13:04:51.762253000
13:04:57.175987,0 days 00:01:24.175987000,0 days 00:01:25.740799000,buzz2,0 days 13:04:57.175987000,0 days 13:04:58.740799000
13:04:58.800323,0 days 00:01:25.800323000,0 days 00:01:26.154877000,search,0 days 13:04:58.800323000,0 days 13:04:59.154877000
13:05:04.644798,0 days 00:01:31.644798000,0 days 00:01:36.499786000,search,0 days 13:05:04.644798000,0 days 13:05:09.499786000
13:05:46.327040,0 days 00:00:28.327040000,0 days 00:00:29.646721000,buzz1,0 days 13:05:46.327040000,0 days 13:05:47.646721000
13:05:47.695360,0 days 00:00:29.695360000,0 days 00:00:30.776960000,search,0 days 13:05:47.695360000,0 days 13:05:48.776960000
13:06:18.163841,0 days 00:01:00.163841000,0 days 00:01:00.174080000,search,0 days 13:06:18.163841000,0 days 13:06:18.174080000
13:06:20.226559,0 days 00:01:02.226559000,0 days 00:01:02.689919000,search,0 days 13:06:20.226559000,0 days 13:06:20.689919000
13:06:41.294083,0 days 00:01:23.294083000,0 days 00:01:23.937279000,search,0 days 13:06:41.294083000,0 days 13:06:41.937279000
13:07:25.818239,0 days 00:00:21.818239000,0 days 00:00:22.659840000,search,0 days 13:07:25.818239000,0 days 13:07:26.659840000
13:11:11.291199,0 days 00:00:36.291199000,0 days 00:00:36.371201000,search,0 days 13:11:11.291199000,0 days 13:11:11.371201000
13:11:35.644482,0 days 00:01:00.644482000,0 days 00:01:04.266876000,search,0 days 13:11:35.644482000,0 days 13:11:39.266876000
13:11:37.618240,0 days 00:01:02.618240000,0 days 00:01:02.643841000,social call,0 days 13:11:37.618240000,0 days 13:11:37.643841000
13:13:32.753906,0 days 00:01:12.753906000,0 days 00:01:13.079681000,search,0 days 13:13:32.753906000,0 days 13:13:33.079681000
13:13:46.989441,0 days 00:01:26.989441000,0 days 00:01:27.207680000,search,0 days 13:13:46.989441000,0 days 13:13:47.207680000
13:14:03.413696,0 days 00:01:43.413696000,0 days 00:01:43.851501000,search,0 days 13:14:03.413696000,0 days 13:14:03.851501000
13:14:48.609921,0 days 00:00:42.609921000,0 days 00:00:42.877441000,search,0 days 13:14:48.609921000,0 days 13:14:48.877441000
13:14:48.704639,0 days 00:00:42.704639000,0 days 00:00:42.730240000,social call,0 days 13:14:48.704639000,0 days 13:14:48.730240000
13:15:05.196159,0 days 00:00:59.196159000,0 days 00:01:01.368961000,search,0 days 13:15:05.196159000,0 days 13:15:07.368961000
13:15:10.411522,0 days 00:01:04.411522000,0 days 00:01:05.511040000,search,0 days 13:15:10.411522000,0 days 13:15:11.511040000
13:16:54.640320,0 days 00:01:03.640320000,0 days 00:01:04.962547000,search,0 days 13:16:54.640320000,0 days 13:16:55.962547000
13:17:19.446083,0 days 00:01:28.446083000,0 days 00:01:29.793266000,approach,0 days 13:17:19.446083000,0 days 13:17:20.793266000
13:17:20.852158,0 days 00:01:29.852158000,0 days 00:01:30.207977000,search,0 days 13:17:20.852158000,0 days 13:17:21.207977000
13:17:28.239021,0 days 00:01:37.239021000,0 days 00:01:38.634857000,search,0 days 13:17:28.239021000,0 days 13:17:29.634857000
13:17:35.903702,0 days 00:01:44.903702000,0 days 00:01:45.141098000,search,0 days 13:17:35.903702000,0 days 13:17:36.141098000
13:17:41.409600,0 days 00:00:04.409600000,0 days 00:00:05.033600000,search,0 days 13:17:41.409600000,0 days 13:17:42.033600000
13:17:52.949440,0 days 00:00:15.949440000,0 days 00:00:16.513281000,search,0 days 13:17:52.949440000,0 days 13:17:53.513281000
13:18:23.475521,0 days 00:00:46.475521000,0 days 00:00:47.624962000,search,0 days 13:18:23.475521000,0 days 13:18:24.624962000
13:18:49.645119,0 days 00:01:12.645119000,0 days 00:01:12.814079000,search,0 days 13:18:49.645119000,0 days 13:18:49.814079000
13:18:56.232002,0 days 00:01:19.232002000,0 days 00:01:19.793922000,search,0 days 13:18:56.232002000,0 days 13:18:56.793922000
13:18:58.216637,0 days 00:01:21.216637000,0 days 00:01:21.242241000,social call,0 days 13:18:58.216637000,0 days 13:18:58.242241000
13:18:58.377281,0 days 00:01:21.377281000,0 days 00:01:21.402878000,social call,0 days 13:18:58.377281000,0 days 13:18:58.402878000
13:18:58.767677,0 days 00:01:21.767677000,0 days 00:01:21.793266000,social call,0 days 13:18:58.767677000,0 days 13:18:58.793266000
13:18:58.905907,0 days 00:01:21.905907000,0 days 00:01:21.931519000,social call,0 days 13:18:58.905907000,0 days 13:18:58.931519000
13:19:04.941742,0 days 00:01:27.941742000,0 days 00:01:28.325104000,search,0 days 13:19:04.941742000,0 days 13:19:05.325104000
13:19:05.734718,0 days 00:01:28.734718000,0 days 00:01:28.760307000,social call,0 days 13:19:05.734718000,0 days 13:19:05.760307000
13:19:05.988159,0 days 00:01:28.988159000,0 days 00:01:29.013763000,social call,0 days 13:19:05.988159000,0 days 13:19:06.013763000
13:19:06.190407,0 days 00:01:29.190407000,0 days 00:01:29.216003000,social call,0 days 13:19:06.190407000,0 days 13:19:06.216003000
13:19:26.734080,0 days 00:00:04.734080000,0 days 00:00:06.213120000,buzz1,0 days 13:19:26.734080000,0 days 13:19:28.213120000
13:19:28.266239,0 days 00:00:06.266239999,0 days 00:00:06.419200000,search,0 days 13:19:28.266239999,0 days 13:19:28.419200000
13:19:33.150080,0 days 00:00:11.150080000,0 days 00:00:13.009920000,search,0 days 13:19:33.150080000,0 days 13:19:35.009920000
13:21:37.284479,0 days 00:00:29.284479000,0 days 00:00:30.073601000,buzz1,0 days 13:21:37.284479000,0 days 13:21:38.073601000
13:21:38.122881,0 days 00:00:30.122881000,0 days 00:00:31.168640000,search,0 days 13:21:38.122881000,0 days 13:21:39.168640000
13:21:47.303680,0 days 00:00:39.303680000,0 days 00:00:39.329281000,social call,0 days 13:21:47.303680000,0 days 13:21:47.329281000
13:22:04.212479,0 days 00:00:56.212479000,0 days 00:00:57.075840000,search,0 days 13:22:04.212479000,0 days 13:22:05.075840000
13:22:43.937920,0 days 00:01:35.937920000,0 days 00:01:36.932480000,search,0 days 13:22:43.937920000,0 days 13:22:44.932480000
13:23:47.810242,0 days 00:00:54.810242000,0 days 00:00:55.059841000,search,0 days 13:23:47.810242000,0 days 13:23:48.059841000
13:25:07.295679,0 days 00:00:28.295679000,0 days 00:00:29.698561000,search,0 days 13:25:07.295679000,0 days 13:25:08.698561000
13:25:20.539841,0 days 00:00:41.539841000,0 days 00:00:41.869438000,search,0 days 13:25:20.539841000,0 days 13:25:20.869438000
13:25:58.618561,0 days 00:01:19.618561000,0 days 00:01:20.225304000,search,0 days 13:25:58.618561000,0 days 13:25:59.225304000
13:27:19.218559,0 days 00:00:55.218559000,0 days 00:00:55.980160000,search,0 days 13:27:19.218559000,0 days 13:27:19.980160000
13:27:57.523193,0 days 00:01:33.523193000,0 days 00:01:33.629440000,search,0 days 13:27:57.523193000,0 days 13:27:57.629440000
13:28:24.479360,0 days 00:00:14.479360000,0 days 00:00:16.355200000,approach,0 days 13:28:24.479360000,0 days 13:28:26.355200000
13:30:09.985600,0 days 00:00:14.985600000,0 days 00:00:15.335680000,search,0 days 13:30:09.985600000,0 days 13:30:10.335680000
13:30:46.165440,0 days 00:00:51.165440000,0 days 00:00:51.662720000,buzz1,0 days 13:30:46.165440000,0 days 13:30:46.662720000
13:30:46.797760,0 days 00:00:51.797760000,0 days 00:00:53.326080000,search,0 days 13:30:46.797760000,0 days 13:30:48.326080000
13:33:12.573120,0 days 00:01:31.573120000,0 days 00:01:33.218559000,search,0 days 13:33:12.573120000,0 days 13:33:14.218559000
13:33:18.712639,0 days 00:01:37.712639000,0 days 00:01:38.052483000,search,0 days 13:33:18.712639000,0 days 13:33:19.052483000
13:33:27.933440,0 days 00:00:01.933440000,0 days 00:00:03.082880000,search,0 days 13:33:27.933440000,0 days 13:33:29.082880000
13:33:41.381120,0 days 00:00:15.381120000,0 days 00:00:16.304640000,search,0 days 13:33:41.381120000,0 days 13:33:42.304640000
13:33:53.854080,0 days 00:00:27.854080000,0 days 00:00:28.303360000,search,0 days 13:33:53.854080000,0 days 13:33:54.303360000
13:33:59.365120,0 days 00:00:33.365120000,0 days 00:00:35.034241000,search,0 days 13:33:59.365120000,0 days 13:34:01.034241000
13:34:17.867519,0 days 00:00:51.867519000,0 days 00:00:52.014080000,search,0 days 13:34:17.867519000,0 days 13:34:18.014080000
13:34:43.902077,0 days 00:01:17.902077000,0 days 00:01:18.049278000,search,0 days 13:34:43.902077000,0 days 13:34:44.049278000
13:35:26.821440,0 days 00:00:15.821440000,0 days 00:00:15.847040000,social call,0 days 13:35:26.821440000,0 days 13:35:26.847040000
