,start_time,end_time,activity,real_start,real_end
13:35:27.073601,0 days 00:00:16.073601000,0 days 00:00:16.099199000,social call,0 days 13:35:27.073601000,0 days 13:35:27.099199000
13:35:27.354561,0 days 00:00:16.354561000,0 days 00:00:16.380159000,social call,0 days 13:35:27.354561000,0 days 13:35:27.380159000
13:35:57.085121,0 days 00:00:46.085121000,0 days 00:00:47.712639000,search,0 days 13:35:57.085121000,0 days 13:35:58.712639000
13:38:06.826561,0 days 00:01:09.826561000,0 days 00:01:11.840637000,search,0 days 13:38:06.826561000,0 days 13:38:08.840637000
13:38:18.648643,0 days 00:01:21.648643000,0 days 00:01:21.948799000,search,0 days 13:38:18.648643000,0 days 13:38:18.948799000
13:41:13.998718,0 days 00:00:45.998718000,0 days 00:00:47.279999000,search,0 days 13:41:13.998718000,0 days 13:41:15.279999000
13:41:41.814400,0 days 00:01:13.814400000,0 days 00:01:14.787193000,approach,0 days 13:41:41.814400000,0 days 13:41:42.787193000
13:41:46.437119,0 days 00:01:18.437119000,0 days 00:01:21.715828000,buzz1,0 days 13:41:46.437119000,0 days 13:41:49.715828000
13:41:49.760620,0 days 00:01:21.760620000,0 days 00:01:22.884453000,buzz1,0 days 13:41:49.760620000,0 days 13:41:50.884453000
13:41:51.089279,0 days 00:01:23.089279000,0 days 00:01:23.726723000,search,0 days 13:41:51.089279000,0 days 13:41:51.726723000
13:42:02.510078,0 days 00:01:34.510078000,0 days 00:01:34.766724000,search,0 days 13:42:02.510078000,0 days 13:42:02.766724000
13:42:06.552307,0 days 00:01:38.552307000,0 days 00:01:39.974403000,search,0 days 13:42:06.552307000,0 days 13:42:07.974403000
13:42:47.349442,0 days 00:00:34.349442000,0 days 00:00:36.035198000,search,0 days 13:42:47.349442000,0 days 13:42:49.035198000
13:43:00.470081,0 days 00:00:47.470081000,0 days 00:00:48.627201000,approach,0 days 13:43:00.470081000,0 days 13:43:01.627201000
13:43:01.715519,0 days 00:00:48.715519000,0 days 00:00:49.637119000,search,0 days 13:43:01.715519000,0 days 13:43:02.637119000
13:43:06.038078,0 days 00:00:53.038078000,0 days 00:00:54.165119000,search,0 days 13:43:06.038078000,0 days 13:43:07.165119000
13:43:21.877441,0 days 00:01:08.877441000,0 days 00:01:09.046402000,search,0 days 13:43:21.877441000,0 days 13:43:22.046402000
13:43:23.706558,0 days 00:01:10.706558000,0 days 00:01:10.762253000,search,0 days 13:43:23.706558000,0 days 13:43:23.762253000
13:44:08.952000,0 days 00:00:09.952000000,0 days 00:00:10.659840000,approach,0 days 13:44:08.952000000,0 days 13:44:09.659840000
13:44:09.744960,0 days 00:00:10.744960000,0 days 00:00:11.081600000,search,0 days 13:44:09.744960000,0 days 13:44:10.081600000
13:45:05.967041,0 days 00:01:06.967041000,0 days 00:01:07.560318000,search,0 days 13:45:05.967041000,0 days 13:45:06.560318000
13:46:18.586239,0 days 00:00:34.586239000,0 days 00:00:35.025921000,search,0 days 13:46:18.586239000,0 days 13:46:19.025921000
13:46:50.387840,0 days 00:01:06.387840000,0 days 00:01:07.739502000,search,0 days 13:46:50.387840000,0 days 13:46:51.739502000
13:47:03.323517,0 days 00:01:19.323517000,0 days 00:01:19.717758000,search,0 days 13:47:03.323517000,0 days 13:47:03.717758000
13:47:14.743027,0 days 00:01:30.743027000,0 days 00:01:31.084801000,search,0 days 13:47:14.743027000,0 days 13:47:15.084801000
13:48:05.695999,0 days 00:00:35.695999000,0 days 00:00:36.554241000,search,0 days 13:48:05.695999000,0 days 13:48:06.554241000
13:49:23.343680,0 days 00:00:08.343680000,0 days 00:00:09.136641000,search,0 days 13:49:23.343680000,0 days 13:49:24.136641000
13:49:30.416320,0 days 00:00:15.416320000,0 days 00:00:15.786240000,search,0 days 13:49:30.416320000,0 days 13:49:30.786240000
13:49:35.648960,0 days 00:00:20.648960000,0 days 00:00:20.937599000,search,0 days 13:49:35.648960000,0 days 13:49:35.937599000
13:50:35.675201,0 days 00:01:20.675201000,0 days 00:01:21.785599000,buzz1,0 days 13:50:35.675201000,0 days 13:50:36.785599000
13:51:10.847040,0 days 00:00:09.847040000,0 days 00:00:10.725120000,approach,0 days 13:51:10.847040000,0 days 13:51:11.725120000
13:51:37.952320,0 days 00:00:36.952320000,0 days 00:00:37.183361000,buzz1,0 days 13:51:37.952320000,0 days 13:51:38.183361000
13:51:38.323521,0 days 00:00:37.323521000,0 days 00:00:39.830399000,buzz1,0 days 13:51:38.323521000,0 days 13:51:40.830399000
13:51:46.978241,0 days 00:00:45.978241000,0 days 00:00:48.569599000,search,0 days 13:51:46.978241000,0 days 13:51:49.569599000
13:54:42.872960,0 days 00:00:10.872960000,0 days 00:00:11.067520000,search,0 days 13:54:42.872960000,0 days 13:54:43.067520000
13:55:44.612480,0 days 00:01:12.612480000,0 days 00:01:14.472954000,search,0 days 13:55:44.612480000,0 days 13:55:46.472954000
13:56:09.132156,0 days 00:01:37.132156000,0 days 00:01:38.161278000,buzz1,0 days 13:56:09.132156000,0 days 13:56:10.161278000
13:56:15.189697,0 days 00:01:43.189697000,0 days 00:01:44.585503000,search,0 days 13:56:15.189697000,0 days 13:56:16.585503000
13:56:38.548161,0 days 00:00:21.548161000,0 days 00:00:21.840000000,approach,0 days 13:56:38.548161000,0 days 13:56:38.840000000
13:57:21.220802,0 days 00:01:04.220802000,0 days 00:01:04.460159000,search,0 days 13:57:21.220802000,0 days 13:57:21.460159000
13:57:47.195198,0 days 00:01:30.195198000,0 days 00:01:30.557442000,search,0 days 13:57:47.195198000,0 days 13:57:47.557442000
13:57:53.400627,0 days 00:01:36.400627000,0 days 00:01:36.956787000,search,0 days 13:57:53.400627000,0 days 13:57:53.956787000
13:59:07.147842,0 days 00:01:04.147842000,0 days 00:01:04.959373000,search,0 days 13:59:07.147842000,0 days 13:59:07.959373000
14:00:44.644482,0 days 00:00:56.644482000,0 days 00:00:56.880001000,search,0 days 14:00:44.644482000,0 days 14:00:44.880001000
14:03:19.270401,0 days 00:01:45.270401000,0 days 00:01:45.295998000,empty,0 days 14:03:19.270401000,0 days 14:03:19.295998000
14:03:29.586559,0 days 00:00:09.586559000,0 days 00:00:12.083840000,search,0 days 14:03:29.586559000,0 days 14:03:32.083840000
14:04:00.824959,0 days 00:00:40.824959000,0 days 00:00:42.067841000,approach,0 days 14:04:00.824959000,0 days 14:04:02.067841000
14:04:38.903679,0 days 00:01:18.903679000,0 days 00:01:19.621109000,search,0 days 14:04:38.903679000,0 days 14:04:39.621109000
14:05:40.737598,0 days 00:00:35.737598000,0 days 00:00:36.501121999,buzz1,0 days 14:05:40.737598000,0 days 14:05:41.501121999
14:07:51.478081,0 days 00:01:00.478081000,0 days 00:01:01.811840000,search,0 days 14:07:51.478081000,0 days 14:07:52.811840000
14:10:21.257599,0 days 00:01:45.257599000,0 days 00:01:45.283203000,empty,0 days 14:10:21.257599000,0 days 14:10:21.283203000
14:12:07.260201,0 days 00:01:45.260201000,0 days 00:01:45.285797000,empty,0 days 14:12:07.260201000,0 days 14:12:07.285797000
14:12:36.930241,0 days 00:00:29.930241000,0 days 00:00:30.696320000,buzz1,0 days 14:12:36.930241000,0 days 14:12:37.696320000
14:12:37.769279,0 days 00:00:30.769279000,0 days 00:00:31.455360000,search,0 days 14:12:37.769279000,0 days 14:12:38.455360000
14:13:54.871360,0 days 00:00:01.871360000,0 days 00:00:03.290240000,search,0 days 14:13:54.871360000,0 days 14:13:56.290240000
14:14:19.489599,0 days 00:00:26.489599000,0 days 00:00:26.848640000,search,0 days 14:14:19.489599000,0 days 14:14:19.848640000
14:14:22.952000,0 days 00:00:29.952000000,0 days 00:00:30.656000000,buzz1,0 days 14:14:22.952000000,0 days 14:14:23.656000000
14:14:23.757120,0 days 00:00:30.757120000,0 days 00:00:31.336321000,search,0 days 14:14:23.757120000,0 days 14:14:24.336321000
14:17:23.258904,0 days 00:01:45.258904000,0 days 00:01:45.284500000,empty,0 days 14:17:23.258904000,0 days 14:17:23.284500000
14:18:41.916161,0 days 00:01:17.916161000,0 days 00:01:18.619507000,search,0 days 14:18:41.916161000,0 days 14:18:42.619507000
14:20:55.251801,0 days 00:01:45.251801000,0 days 00:01:45.277397000,empty,0 days 14:20:55.251801000,0 days 14:20:55.277397000
14:22:40.264602,0 days 00:01:45.264602999,0 days 00:01:45.290199000,empty,0 days 14:22:40.264602999,0 days 14:22:40.290199000
14:24:26.249298,0 days 00:01:45.249298000,0 days 00:01:45.274902000,empty,0 days 14:24:26.249298000,0 days 14:24:26.274902000
14:25:16.298241,0 days 00:00:50.298241000,0 days 00:00:51.141762000,search,0 days 14:25:16.298241000,0 days 14:25:17.141762000
14:26:50.398720,0 days 00:00:38.398720000,0 days 00:00:39.819519000,search,0 days 14:26:50.398720000,0 days 14:26:51.819519000
14:29:43.241600,0 days 00:01:45.241600000,0 days 00:01:45.267197000,empty,0 days 14:29:43.241600000,0 days 14:29:43.267197000
14:29:59.799040,0 days 00:00:15.799040000,0 days 00:00:15.824640000,empty,0 days 14:29:59.799040000,0 days 14:29:59.824640000
