,start_time,end_time,activity,real_start,real_end
0 days 12:06:35.639042,0 days 00:01:01.639042000,0 days 00:01:05.267838000,search,0 days 12:06:35.639042000,0 days 12:06:39.267838000
0 days 12:06:55.078400,0 days 00:01:21.078400000,0 days 00:01:21.462387000,search,0 days 12:06:55.078400000,0 days 12:06:55.462387000
0 days 12:09:05.071404,0 days 00:01:45.071404000,0 days 00:01:45.097000000,empty,0 days 12:09:05.071404000,0 days 12:09:05.097000000
0 days 12:10:26.617599,0 days 00:01:20.617599000,0 days 00:01:23.635201000,search,0 days 12:10:26.617599000,0 days 12:10:29.635201000
0 days 12:10:55.130880,0 days 00:00:03.130880000,0 days 00:00:04.519680000,search,0 days 12:10:55.130880000,0 days 12:10:56.519680000
0 days 12:10:55.955840,0 days 00:00:03.955840000,0 days 00:00:04.277760000,buzz1,0 days 12:10:55.955840000,0 days 12:10:56.277760000
0 days 12:11:01.845759,0 days 00:00:09.845759000,0 days 00:00:11.502719999,search,0 days 12:11:01.845759000,0 days 12:11:03.502719999
0 days 12:11:53.182079,0 days 00:01:01.182079000,0 days 00:01:02.673279000,search,0 days 12:11:53.182079000,0 days 12:11:54.673279000
0 days 12:12:00.858879,0 days 00:01:08.858879000,0 days 00:01:09.946892000,search,0 days 12:12:00.858879000,0 days 12:12:01.946892000
0 days 12:12:14.184319,0 days 00:01:22.184319000,0 days 00:01:23.635841000,search,0 days 12:12:14.184319000,0 days 12:12:15.635841000
0 days 12:12:18.993896,0 days 00:01:26.993896000,0 days 00:01:27.827843000,search,0 days 12:12:18.993896000,0 days 12:12:19.827843000
0 days 12:12:29.290878,0 days 00:01:37.290878000,0 days 00:01:39.343353000,search,0 days 12:12:29.290878000,0 days 12:12:31.343353000
0 days 12:12:35.708099,0 days 00:01:43.708099000,0 days 00:01:44.091400000,search,0 days 12:12:35.708099000,0 days 12:12:36.091400000
0 days 12:14:22.097000,0 days 00:01:45.097000000,0 days 00:01:45.122597000,empty,0 days 12:14:22.097000000,0 days 12:14:22.122597000
0 days 12:16:07.791000,0 days 00:01:44.791000000,0 days 00:01:44.816597000,empty,0 days 12:16:07.791000000,0 days 12:16:07.816597000
0 days 12:16:29.464001,0 days 00:00:20.464001000,0 days 00:00:21.189760000,search,0 days 12:16:29.464001000,0 days 12:16:30.189760000
0 days 12:18:06.053120,0 days 00:00:12.053120000,0 days 00:00:12.875520000,search,0 days 12:18:06.053120000,0 days 12:18:06.875520000
0 days 12:19:33.429764,0 days 00:01:39.429764000,0 days 00:01:39.724800000,search,0 days 12:19:33.429764000,0 days 12:19:33.724800000
0 days 12:20:33.707520,0 days 00:00:53.707520000,0 days 00:00:54.402561000,search,0 days 12:20:33.707520000,0 days 12:20:34.402561000
0 days 12:23:11.049698,0 days 00:01:45.049698000,0 days 00:01:45.075302000,empty,0 days 12:23:11.049698000,0 days 12:23:11.075302000
0 days 12:24:25.858879,0 days 00:01:14.858879000,0 days 00:01:15.187843000,search,0 days 12:24:25.858879000,0 days 12:24:26.187843000
0 days 12:24:30.671043,0 days 00:01:19.671043000,0 days 00:01:21.885437000,search,0 days 12:24:30.671043000,0 days 12:24:32.885437000
0 days 12:25:28.234560,0 days 00:00:31.234560000,0 days 00:00:32.320641000,search,0 days 12:25:28.234560000,0 days 12:25:29.320641000
0 days 12:25:38.893761,0 days 00:00:41.893761000,0 days 00:00:42.693119000,search,0 days 12:25:38.893761000,0 days 12:25:39.693119000
0 days 12:26:34.176964,0 days 00:01:37.176964000,0 days 00:01:38.390404000,search,0 days 12:26:34.176964000,0 days 12:26:35.390404000
0 days 12:28:04.754883,0 days 00:01:21.754883000,0 days 00:01:23.644798000,search,0 days 12:28:04.754883000,0 days 12:28:06.644798000
0 days 12:28:15.057602,0 days 00:01:32.057602000,0 days 00:01:33.449600000,search,0 days 12:28:15.057602000,0 days 12:28:16.449600000
0 days 12:29:26.117439,0 days 00:00:57.117439000,0 days 00:01:01.404800000,search,0 days 12:29:26.117439000,0 days 12:29:30.404800000
0 days 12:29:35.445442,0 days 00:01:06.445442000,0 days 00:01:07.128959999,search,0 days 12:29:35.445442000,0 days 12:29:36.128959999
0 days 12:30:20.240640,0 days 00:00:06.240640000,0 days 00:00:07.792640000,search,0 days 12:30:20.240640000,0 days 12:30:21.792640000
0 days 12:30:54.008961,0 days 00:00:40.008961000,0 days 00:00:40.559361000,search,0 days 12:30:54.008961000,0 days 12:30:54.559361000
0 days 12:31:03.212158,0 days 00:00:49.212158000,0 days 00:00:50.149120000,search,0 days 12:31:03.212158000,0 days 12:31:04.149120000
0 days 12:31:24.655357,0 days 00:01:10.655357000,0 days 00:01:11.761276000,search,0 days 12:31:24.655357000,0 days 12:31:25.761276000
0 days 12:32:03.985920,0 days 00:00:03.985920000,0 days 00:00:05.451520000,search,0 days 12:32:03.985920000,0 days 12:32:05.451520000
0 days 12:32:10.017280,0 days 00:00:10.017280000,0 days 00:00:12.273280000,search,0 days 12:32:10.017280000,0 days 12:32:12.273280000
0 days 12:32:44.843521,0 days 00:00:44.843521000,0 days 00:00:46.386559000,search,0 days 12:32:44.843521000,0 days 12:32:46.386559000
0 days 12:32:51.577599,0 days 00:00:51.577599000,0 days 00:00:52.192001000,search,0 days 12:32:51.577599000,0 days 12:32:52.192001000
0 days 12:33:12.746880,0 days 00:01:12.746880000,0 days 00:01:13.181419000,search,0 days 12:33:12.746880000,0 days 12:33:13.181419000
0 days 12:33:43.265297,0 days 00:01:43.265297000,0 days 00:01:43.463699000,search,0 days 12:33:43.265297000,0 days 12:33:43.463699000
0 days 12:33:53.419520,0 days 00:00:07.419520000,0 days 00:00:09.006720000,search,0 days 12:33:53.419520000,0 days 12:33:55.006720000
0 days 12:34:17.067520,0 days 00:00:31.067520000,0 days 00:00:32.153599000,search,0 days 12:34:17.067520000,0 days 12:34:18.153599000
0 days 12:34:25.601921,0 days 00:00:39.601921000,0 days 00:00:41.375359000,search,0 days 12:34:25.601921000,0 days 12:34:27.375359000
0 days 12:35:09.160957,0 days 00:01:23.160957000,0 days 00:01:23.765121000,search,0 days 12:35:09.160957000,0 days 12:35:09.765121000
0 days 12:35:12.627197,0 days 00:01:26.627197000,0 days 00:01:28.609558000,buzz1,0 days 12:35:12.627197000,0 days 12:35:14.609558000
0 days 12:35:14.709122,0 days 00:01:28.709122000,0 days 00:01:29.356796000,buzz1,0 days 12:35:14.709122000,0 days 12:35:15.356796000
0 days 12:35:15.514877,0 days 00:01:29.514877000,0 days 00:01:30.215683000,search,0 days 12:35:15.514877000,0 days 12:35:16.215683000
0 days 12:35:53.832960,0 days 00:00:21.832960000,0 days 00:00:22.412161000,search,0 days 12:35:53.832960000,0 days 12:35:54.412161000
0 days 12:36:07.622398,0 days 00:00:35.622398000,0 days 00:00:37.029121000,search,0 days 12:36:07.622398000,0 days 12:36:09.029121000
0 days 12:36:19.729279,0 days 00:00:47.729279000,0 days 00:00:48.807678000,approach,0 days 12:36:19.729279000,0 days 12:36:20.807678000
0 days 12:36:20.852482,0 days 00:00:48.852482000,0 days 00:00:49.912960000,search,0 days 12:36:20.852482000,0 days 12:36:21.912960000
0 days 12:36:28.670719,0 days 00:00:56.670719000,0 days 00:00:57.343361000,search,0 days 12:36:28.670719000,0 days 12:36:29.343361000
0 days 12:39:02.008003,0 days 00:01:45.008003000,0 days 00:01:45.033600000,empty,0 days 12:39:02.008003000,0 days 12:39:02.033600000
0 days 12:40:10.473923,0 days 00:01:07.473923000,0 days 00:01:07.704979000,search,0 days 12:40:10.473923000,0 days 12:40:10.704979000
0 days 12:40:53.832000,0 days 00:00:04.832000000,0 days 00:00:05.879680000,buzz1,0 days 12:40:53.832000000,0 days 12:40:54.879680000
0 days 12:40:54.980160,0 days 00:00:05.980160000,0 days 00:00:06.936960000,search,0 days 12:40:54.980160000,0 days 12:40:55.936960000
0 days 12:41:38.941120,0 days 00:00:49.941120000,0 days 00:00:50.501121999,search,0 days 12:41:38.941120000,0 days 12:41:39.501121999
0 days 12:41:44.605122,0 days 00:00:55.605122000,0 days 00:00:58.147839000,search,0 days 12:41:44.605122000,0 days 12:41:47.147839000
0 days 12:42:00.669762,0 days 00:01:11.669762000,0 days 00:01:13.214706000,approach,0 days 12:42:00.669762000,0 days 12:42:02.214706000
0 days 12:42:34.857600,0 days 00:00:00.857600000,0 days 00:00:01.822080000,buzz1,0 days 12:42:34.857600000,0 days 12:42:35.822080000
0 days 12:42:35.882880,0 days 00:00:01.882880000,0 days 00:00:02.453120000,search,0 days 12:42:35.882880000,0 days 12:42:36.453120000
0 days 12:42:59.436800,0 days 00:00:25.436800000,0 days 00:00:26.898560000,search,0 days 12:42:59.436800000,0 days 12:43:00.898560000
0 days 12:45:51.808617,0 days 00:01:31.808617000,0 days 00:01:32.568314000,search,0 days 12:45:51.808617000,0 days 12:45:52.568314000
0 days 12:46:31.342079,0 days 00:00:25.342079000,0 days 00:00:28.846720000,search,0 days 12:46:31.342079000,0 days 12:46:34.846720000
0 days 12:47:58.599680,0 days 00:00:06.599680000,0 days 00:00:08.613760000,search,0 days 12:47:58.599680000,0 days 12:48:00.613760000
0 days 12:51:21.979797,0 days 00:01:44.979797000,0 days 00:01:45.005402000,empty,0 days 12:51:21.979797000,0 days 12:51:22.005402000
0 days 12:53:07.995796,0 days 00:01:44.995796000,0 days 00:01:45.021400000,empty,0 days 12:53:07.995796000,0 days 12:53:08.021400000
0 days 12:54:54.029800,0 days 00:01:45.029800000,0 days 00:01:45.055397000,empty,0 days 12:54:54.029800000,0 days 12:54:54.055397000
0 days 12:55:09.505600,0 days 00:00:14.505600000,0 days 00:00:16.684799000,search,0 days 12:55:09.505600000,0 days 12:55:11.684799000
0 days 12:58:25.083504,0 days 00:01:45.083504000,0 days 00:01:45.109100000,empty,0 days 12:58:25.083504000,0 days 12:58:25.109100000
0 days 12:58:49.526400,0 days 00:00:23.526400000,0 days 00:00:24.040319000,search,0 days 12:58:49.526400000,0 days 12:58:50.040319000
0 days 13:01:57.000298,0 days 00:01:45.000298000,0 days 00:01:45.025902000,empty,0 days 13:01:57.000298000,0 days 13:01:57.025902000
0 days 13:03:42.981102,0 days 00:01:44.981102000,0 days 00:01:45.006699000,empty,0 days 13:03:42.981102000,0 days 13:03:43.006699000
0 days 13:05:28.002197,0 days 00:01:45.002197000,0 days 00:01:45.027802000,empty,0 days 13:05:28.002197000,0 days 13:05:28.027802000
0 days 13:07:13.884499,0 days 00:01:44.884499000,0 days 00:01:44.910103000,empty,0 days 13:07:13.884499000,0 days 13:07:13.910103000
0 days 13:09:00.060501,0 days 00:01:45.060501000,0 days 00:01:45.086098000,empty,0 days 13:09:00.060501000,0 days 13:09:00.086098000
0 days 13:10:46.184601,0 days 00:01:45.184601000,0 days 00:01:45.210197000,empty,0 days 13:10:46.184601000,0 days 13:10:46.210197000
0 days 13:12:31.944000,0 days 00:01:44.944000000,0 days 00:01:44.969597000,empty,0 days 13:12:31.944000000,0 days 13:12:31.969597000
0 days 13:14:18.082901,0 days 00:01:45.082901000,0 days 00:01:45.108498000,empty,0 days 13:14:18.082901000,0 days 13:14:18.108498000
0 days 13:16:02.982399,0 days 00:01:44.982399000,0 days 00:01:45.008003000,empty,0 days 13:16:02.982399000,0 days 13:16:03.008003000
0 days 13:17:48.983002,0 days 00:01:44.983002000,0 days 00:01:45.008598000,empty,0 days 13:17:48.983002000,0 days 13:17:49.008598000
0 days 13:19:34.923500,0 days 00:01:44.923500000,0 days 00:01:44.949097000,empty,0 days 13:19:34.923500000,0 days 13:19:34.949097000
0 days 13:21:21.038696,0 days 00:01:45.038696000,0 days 00:01:45.064301000,empty,0 days 13:21:21.038696000,0 days 13:21:21.064301000
0 days 13:23:06.965698,0 days 00:01:44.965698000,0 days 00:01:44.991302000,empty,0 days 13:23:06.965698000,0 days 13:23:06.991302000
0 days 13:24:51.946602,0 days 00:01:44.946602000,0 days 00:01:44.972198000,empty,0 days 13:24:51.946602000,0 days 13:24:51.972198000
0 days 13:26:37.930603,0 days 00:01:44.930603000,0 days 00:01:44.956200000,empty,0 days 13:26:37.930603000,0 days 13:26:37.956200000
0 days 13:28:23.889603,0 days 00:01:44.889603000,0 days 00:01:44.915199000,empty,0 days 13:28:23.889603000,0 days 13:28:23.915199000
0 days 13:30:09.981796,0 days 00:01:44.981796000,0 days 00:01:45.007401000,empty,0 days 13:30:09.981796000,0 days 13:30:10.007401000
0 days 13:31:55.903702,0 days 00:01:44.903702000,0 days 00:01:44.929298000,empty,0 days 13:31:55.903702000,0 days 13:31:55.929298000
0 days 13:33:41.970200,0 days 00:01:44.970200000,0 days 00:01:44.995796000,empty,0 days 13:33:41.970200000,0 days 13:33:41.995796000
0 days 13:35:18.087997,0 days 00:01:35.087997000,0 days 00:01:38.172798000,search,0 days 13:35:18.087997000,0 days 13:35:21.172798000
0 days 13:35:26.607697,0 days 00:01:43.607697000,0 days 00:01:45.326103000,search,0 days 13:35:26.607697000,0 days 13:35:28.326103000
0 days 13:35:29,0 days 00:00:00.000000000,0 days 00:00:04.438720000,search,0 days 13:35:29.000000000,0 days 13:35:33.438720000
0 days 13:35:36.852160,0 days 00:00:07.852160000,0 days 00:00:11.630720000,search,0 days 13:35:36.852160000,0 days 13:35:40.630720000
0 days 13:36:06.889919,0 days 00:00:37.889919000,0 days 00:00:39.790081000,search,0 days 13:36:06.889919000,0 days 13:36:08.790081000
0 days 13:38:59.109802,0 days 00:01:45.109802000,0 days 00:01:45.135399000,empty,0 days 13:38:59.109802000,0 days 13:38:59.135399000
0 days 13:39:52.755199,0 days 00:00:52.755199000,0 days 00:00:55.229439000,search,0 days 13:39:52.755199000,0 days 13:39:55.229439000
0 days 13:40:44.625298,0 days 00:01:44.625298000,0 days 00:01:45.340797000,search,0 days 13:40:44.625298000,0 days 13:40:45.340797000
0 days 13:40:56.315520,0 days 00:00:10.315520000,0 days 00:00:11.545440000,search,0 days 13:40:56.315520000,0 days 13:40:57.545440000
0 days 13:41:34.452480,0 days 00:00:48.452480000,0 days 00:00:50.489601000,buzz1,0 days 13:41:34.452480000,0 days 13:41:36.489601000
0 days 13:41:36.556801,0 days 00:00:50.556801000,0 days 00:00:52.035839000,search,0 days 13:41:36.556801000,0 days 13:41:38.035839000
0 days 13:41:42.457600,0 days 00:00:56.457600000,0 days 00:00:58.649601000,search,0 days 13:41:42.457600000,0 days 13:41:44.649601000
0 days 13:43:51.843842,0 days 00:01:19.843842000,0 days 00:01:20.494713000,search,0 days 13:43:51.843842000,0 days 13:43:52.494713000
0 days 13:44:00.474876,0 days 00:01:28.474876000,0 days 00:01:29.535362000,buzz1,0 days 13:44:00.474876000,0 days 13:44:01.535362000
0 days 13:44:01.635841,0 days 00:01:29.635841000,0 days 00:01:29.850883000,buzz1,0 days 13:44:01.635841000,0 days 13:44:01.850883000
0 days 13:44:01.885437,0 days 00:01:29.885437000,0 days 00:01:30.659187000,search,0 days 13:44:01.885437000,0 days 13:44:02.659187000
0 days 13:44:42.446720,0 days 00:00:24.446720000,0 days 00:00:26.629120000,search,0 days 13:44:42.446720000,0 days 13:44:44.629120000
0 days 13:45:08.121601,0 days 00:00:50.121601000,0 days 00:00:51.175678000,search,0 days 13:45:08.121601000,0 days 13:45:09.175678000
0 days 13:46:18.757120,0 days 00:00:14.757120000,0 days 00:00:16.250879000,search,0 days 13:46:18.757120000,0 days 13:46:20.250879000
0 days 13:47:45.388802,0 days 00:01:41.388802000,0 days 00:01:41.904602000,search,0 days 13:47:45.388802000,0 days 13:47:45.904602000
0 days 13:47:48.122902,0 days 00:01:44.122902000,0 days 00:01:44.519699000,buzz2,0 days 13:47:48.122902000,0 days 13:47:48.519699000
0 days 13:47:48.557503,0 days 00:01:44.557503000,0 days 00:01:45.301804000,search,0 days 13:47:48.557503000,0 days 13:47:49.301804000
0 days 13:47:50,0 days 00:00:00.000000000,0 days 00:00:00.606400000,search,0 days 13:47:50.000000000,0 days 13:47:50.606400000
0 days 13:49:12.520317,0 days 00:01:22.520317000,0 days 00:01:25.287666000,search,0 days 13:49:12.520317000,0 days 13:49:15.287666000
0 days 13:50:29.736000,0 days 00:00:54.736000000,0 days 00:00:57.582722000,search,0 days 13:50:29.736000000,0 days 13:50:32.582722000
0 days 13:50:35.943359,0 days 00:01:00.943359000,0 days 00:01:01.974400000,search,0 days 13:50:35.943359000,0 days 13:50:36.974400000
0 days 13:52:45.730881,0 days 00:01:24.730881000,0 days 00:01:26.835197000,search,0 days 13:52:45.730881000,0 days 13:52:47.835197000
0 days 13:53:32.398399,0 days 00:00:25.398399000,0 days 00:00:27.937920000,search,0 days 13:53:32.398399000,0 days 13:53:34.937920000
0 days 13:53:49.988800,0 days 00:00:42.988800000,0 days 00:00:43.444481000,search,0 days 13:53:49.988800000,0 days 13:53:50.444481000
0 days 13:55:31.061440,0 days 00:00:38.061440000,0 days 00:00:42.369282000,search,0 days 13:55:31.061440000,0 days 13:55:35.369282000
0 days 13:55:58.440643,0 days 00:01:05.440643000,0 days 00:01:07.672928000,search,0 days 13:55:58.440643000,0 days 13:56:00.672928000
0 days 13:58:23.925400,0 days 00:01:44.925400000,0 days 00:01:44.950996000,empty,0 days 13:58:23.925400000,0 days 13:58:23.950996000
0 days 14:00:10.009300,0 days 00:01:45.009300000,0 days 00:01:45.034897000,empty,0 days 14:00:10.009300000,0 days 14:00:10.034897000
0 days 14:01:55.963203,0 days 00:01:44.963203000,0 days 00:01:44.988800000,empty,0 days 14:01:55.963203000,0 days 14:01:55.988800000
0 days 14:03:41.949799,0 days 00:01:44.949799000,0 days 00:01:44.975403000,empty,0 days 14:03:41.949799000,0 days 14:03:41.975403000
0 days 14:05:27.998398,0 days 00:01:44.998398000,0 days 00:01:45.024002000,empty,0 days 14:05:27.998398000,0 days 14:05:28.024002000
0 days 14:06:41.332153,0 days 00:01:12.332153000,0 days 00:01:14.764793000,search,0 days 14:06:41.332153000,0 days 14:06:43.764793000
0 days 14:09:00.046402,0 days 00:01:45.046402000,0 days 00:01:45.071999000,empty,0 days 14:09:00.046402000,0 days 14:09:00.071999000
0 days 14:10:45.996498,0 days 00:01:44.996498000,0 days 00:01:45.022102000,empty,0 days 14:10:45.996498000,0 days 14:10:46.022102000
0 days 14:12:30.971497,0 days 00:01:44.971497000,0 days 00:01:44.997101000,empty,0 days 14:12:30.971497000,0 days 14:12:30.997101000
0 days 14:14:16.855003,0 days 00:01:44.855003000,0 days 00:01:44.880600000,empty,0 days 14:14:16.855003000,0 days 14:14:16.880600000
0 days 14:16:03.059799,0 days 00:01:45.059799000,0 days 00:01:45.085403000,empty,0 days 14:16:03.059799000,0 days 14:16:03.085403000
0 days 14:17:49.027802,0 days 00:01:45.027802000,0 days 00:01:45.053398000,empty,0 days 14:17:49.027802000,0 days 14:17:49.053398000
0 days 14:19:34.953003,0 days 00:01:44.953003000,0 days 00:01:44.978600000,empty,0 days 14:19:34.953003000,0 days 14:19:34.978600000
0 days 14:21:20.894096,0 days 00:01:44.894096000,0 days 00:01:44.919701000,empty,0 days 14:21:20.894096000,0 days 14:21:20.919701000
0 days 14:23:06.986198,0 days 00:01:44.986198000,0 days 00:01:45.011803000,empty,0 days 14:23:06.986198000,0 days 14:23:07.011803000
0 days 14:24:52.958099,0 days 00:01:44.958099000,0 days 00:01:44.983704000,empty,0 days 14:24:52.958099000,0 days 14:24:52.983704000
0 days 14:26:38.909401,0 days 00:01:44.909401000,0 days 00:01:44.934998000,empty,0 days 14:26:38.909401000,0 days 14:26:38.934998000
0 days 14:28:24.908203,0 days 00:01:44.908203000,0 days 00:01:44.933800000,empty,0 days 14:28:24.908203000,0 days 14:28:24.933800000
0 days 14:29:58.512001,0 days 00:01:32.512001000,0 days 00:01:32.537598000,empty,0 days 14:29:58.512001000,0 days 14:29:58.537598000
1 days 13:40:45.975040,0 days 23:59:59.975040000,0 days 00:00:04.549120000,search,1 days 13:40:45.975040000,0 days 13:40:50.549120000
