,start_time,end_time,activity,real_start,real_end
12:08:54.637759,0 days 00:00:09.637759000,0 days 00:00:09.804159000,search (far),0 days 12:08:54.637759000,0 days 12:08:54.804159000
12:08:55.358400,0 days 00:00:10.358400000,0 days 00:00:11.674240000,approach,0 days 12:08:55.358400000,0 days 12:08:56.674240000
12:08:56.725440,0 days 00:00:11.725440000,0 days 00:00:12.592640000,attack,0 days 12:08:56.725440000,0 days 12:08:57.592640000
12:08:57.628480,0 days 00:00:12.628480000,0 days 00:00:12.811520000,search,0 days 12:08:57.628480000,0 days 12:08:57.811520000
12:09:13.293119,0 days 00:00:28.293119000,0 days 00:00:29.985920000,buzz1,0 days 12:09:13.293119000,0 days 12:09:14.985920000
12:09:15.151039,0 days 00:00:30.151039000,0 days 00:00:31.011841000,search,0 days 12:09:15.151039000,0 days 12:09:16.011841000
12:09:18.214722,0 days 00:00:33.214722000,0 days 00:00:35.665279000,search,0 days 12:09:18.214722000,0 days 12:09:20.665279000
12:10:24.179520,0 days 00:01:39.179520000,0 days 00:01:39.263351000,search,0 days 12:10:24.179520000,0 days 12:10:24.263351000
12:10:50.853439,0 days 00:00:19.853439000,0 days 00:00:19.964161000,search,0 days 12:10:50.853439000,0 days 12:10:50.964161000
12:11:09.269440,0 days 00:00:38.269440000,0 days 00:00:38.295040000,search,0 days 12:11:09.269440000,0 days 12:11:09.295040000
12:12:15.337196,0 days 00:01:44.337196000,0 days 00:01:44.792297000,search,0 days 12:12:15.337196000,0 days 12:12:15.792297000
12:13:12.901760,0 days 00:00:56.901760000,0 days 00:00:57.079681000,search,0 days 12:13:12.901760000,0 days 12:13:13.079681000
12:13:32.230400,0 days 00:01:16.230400000,0 days 00:01:16.528633000,search,0 days 12:13:32.230400000,0 days 12:13:32.528633000
12:14:27.613440,0 days 00:00:25.613440000,0 days 00:00:25.930241000,search,0 days 12:14:27.613440000,0 days 12:14:27.930241000
12:15:14.046707,0 days 00:01:12.046707000,0 days 00:01:12.481918000,search,0 days 12:15:14.046707000,0 days 12:15:14.481918000
12:15:35.016312,0 days 00:01:33.016312000,0 days 00:01:33.500167999,search,0 days 12:15:35.016312000,0 days 12:15:35.500167999
12:16:18.749760,0 days 00:00:31.749760000,0 days 00:00:32.604801000,search,0 days 12:16:18.749760000,0 days 12:16:19.604801000
12:16:23.054401,0 days 00:00:36.054401000,0 days 00:00:36.378880000,search,0 days 12:16:23.054401000,0 days 12:16:23.378880000
12:16:45.989441,0 days 00:00:58.989441000,0 days 00:00:59.523842000,search,0 days 12:16:45.989441000,0 days 12:16:46.523842000
12:17:01.712318,0 days 00:01:14.712318000,0 days 00:01:15.185928000,search,0 days 12:17:01.712318000,0 days 12:17:02.185928000
12:17:28.056000,0 days 00:01:41.056000000,0 days 00:01:41.068802000,search,0 days 12:17:28.056000000,0 days 12:17:28.068802000
12:17:41.873600,0 days 00:00:08.873600000,0 days 00:00:08.887040000,search (far),0 days 12:17:41.873600000,0 days 12:17:41.887040000
12:19:36.547840,0 days 00:00:18.547840000,0 days 00:00:19.015039000,search,0 days 12:19:36.547840000,0 days 12:19:37.015039000
12:20:46.645760,0 days 00:01:28.645760000,0 days 00:01:29.882874000,buzz1,0 days 12:20:46.645760000,0 days 12:20:47.882874000
12:20:48.031357,0 days 00:01:30.031357000,0 days 00:01:30.527359000,search,0 days 12:20:48.031357000,0 days 12:20:48.527359000
12:22:47.714600,0 days 00:01:43.714600000,0 days 00:01:44.646500000,search,0 days 12:22:47.714600000,0 days 12:22:48.646500000
12:23:51.588161,0 days 00:01:02.588161000,0 days 00:01:03.233921000,search,0 days 12:23:51.588161000,0 days 12:23:52.233921000
12:26:04.484787,0 days 00:01:29.484787000,0 days 00:01:29.805443000,search,0 days 12:26:04.484787000,0 days 12:26:04.805443000
12:27:30.677116,0 days 00:01:10.677116000,0 days 00:01:11.130890000,search,0 days 12:27:30.677116000,0 days 12:27:31.130890000
12:27:33.790718,0 days 00:01:13.790718000,0 days 00:01:14.207993000,approach,0 days 12:27:33.790718000,0 days 12:27:34.207993000
12:29:51.241600,0 days 00:01:45.241600000,0 days 13:53:20.000000000,empty,0 days 12:29:51.241600000,1 days 02:21:26.000000000
12:30:06.670400,0 days 00:00:15.670400000,0 days 00:00:16.337280000,approach,0 days 12:30:06.670400000,0 days 12:30:07.337280000
12:31:40.466880,0 days 00:00:03.466880000,0 days 00:00:03.683200000,search,0 days 12:31:40.466880000,0 days 12:31:40.683200000
12:35:07.258202,0 days 00:01:45.258202000,0 days 11:30:06.250000000,empty,0 days 12:35:07.258202000,1 days 00:03:28.250000000
12:35:43.086720,0 days 00:00:35.086720000,0 days 00:00:36.030079000,search,0 days 12:35:43.086720000,0 days 12:35:44.030079000
12:35:55.997440,0 days 00:00:47.997440000,0 days 00:00:49.002880000,search,0 days 12:35:55.997440000,0 days 12:35:57.002880000
12:36:03.406078,0 days 00:00:55.406078000,0 days 00:00:56.381439000,search,0 days 12:36:03.406078000,0 days 12:36:04.381439000
12:36:32.296318,0 days 00:01:24.296318000,0 days 00:01:24.666237000,search,0 days 12:36:32.296318000,0 days 12:36:32.666237000
12:36:32.406387,0 days 00:01:24.406387000,0 days 00:01:24.431999000,social call,0 days 12:36:32.406387000,0 days 12:36:32.431999000
12:36:32.767357,0 days 00:01:24.767357000,0 days 00:01:24.792961000,social call,0 days 12:36:32.767357000,0 days 12:36:32.792961000
12:36:36.485764,0 days 00:01:28.485764000,0 days 00:01:29.284477000,approach,0 days 12:36:36.485764000,0 days 12:36:37.284477000
12:36:45.395844,0 days 00:01:37.395844000,0 days 00:01:37.405441000,search,0 days 12:36:45.395844000,0 days 12:36:45.405441000
12:37:00.589120,0 days 00:00:07.589120000,0 days 00:00:07.861120000,search,0 days 12:37:00.589120000,0 days 12:37:00.861120000
12:38:38.236504,0 days 00:01:45.236504000,0 days 00:01:45.262100000,social call,0 days 12:38:38.236504000,0 days 12:38:38.262100000
12:38:41.391040,0 days 00:00:02.391040000,0 days 00:00:02.416640000,social call,0 days 12:38:41.391040000,0 days 12:38:41.416640000
12:38:41.710400,0 days 00:00:02.710400000,0 days 00:00:03.049600000,search,0 days 12:38:41.710400000,0 days 12:38:42.049600000
12:38:52.059840,0 days 00:00:13.059840000,0 days 00:00:13.085440000,social call,0 days 12:38:52.059840000,0 days 12:38:52.085440000
12:38:52.290240,0 days 00:00:13.290240000,0 days 00:00:13.585920000,search,0 days 12:38:52.290240000,0 days 12:38:52.585920000
12:39:36.495682,0 days 00:00:57.495682000,0 days 00:00:57.729279000,search,0 days 12:39:36.495682000,0 days 12:39:36.729279000
12:40:51.377920,0 days 00:00:27.377920000,0 days 00:00:27.491840000,search,0 days 12:40:51.377920000,0 days 12:40:51.491840000
12:40:52.821119,0 days 00:00:28.821119000,0 days 00:00:29.337601000,search,0 days 12:40:52.821119000,0 days 12:40:53.337601000
12:43:29.518066,0 days 00:01:19.518066000,0 days 00:01:19.869438000,search,0 days 12:43:29.518066000,0 days 12:43:29.869438000
12:45:03.653427,0 days 00:01:08.653427000,0 days 00:01:09.175041000,search,0 days 12:45:03.653427000,0 days 12:45:04.175041000
12:45:35.430801,0 days 00:01:40.430801000,0 days 00:01:40.605499000,search,0 days 12:45:35.430801000,0 days 12:45:35.605499000
12:47:05.243843,0 days 00:01:24.243843000,0 days 00:01:24.256637999,search,0 days 12:47:05.243843000,0 days 12:47:05.256637999
12:48:39.557121,0 days 00:01:13.557121000,0 days 00:01:13.562881000,search,0 days 12:48:39.557121000,0 days 12:48:39.562881000
12:49:08.705902,0 days 00:01:42.705902000,0 days 00:01:42.731499000,social call,0 days 12:49:08.705902000,0 days 12:49:08.731499000
12:49:08.972801,0 days 00:01:42.972801000,0 days 00:01:44.004402000,buzz1,0 days 12:49:08.972801000,0 days 12:49:10.004402000
12:49:51.681278,0 days 00:00:39.681278000,0 days 00:00:40.619518000,search,0 days 12:49:51.681278000,0 days 12:49:52.619518000
12:50:11.811840,0 days 00:00:59.811840000,0 days 00:01:01.066238000,search,0 days 12:50:11.811840000,0 days 12:50:13.066238000
12:50:18.140160,0 days 00:01:06.140160000,0 days 00:01:07.199379000,buzz1,0 days 12:50:18.140160000,0 days 12:50:19.199379000
12:50:18.891518,0 days 00:01:06.891518000,0 days 00:01:07.514877000,buzz1,0 days 12:50:18.891518000,0 days 12:50:19.514877000
12:50:20.362877,0 days 00:01:08.362877000,0 days 00:01:08.441597000,search,0 days 12:50:20.362877000,0 days 12:50:20.441597000
12:50:58.946880,0 days 00:00:01.946880000,0 days 00:00:02.820480000,search,0 days 12:50:58.946880000,0 days 12:50:59.820480000
12:52:26.005440,0 days 00:01:29.005440000,0 days 00:01:30.141434000,search,0 days 12:52:26.005440000,0 days 12:52:27.141434000
12:53:07.834560,0 days 00:00:24.834560000,0 days 00:00:25.253759000,search,0 days 12:53:07.834560000,0 days 12:53:08.253759000
12:55:38.889923,0 days 00:01:09.889923000,0 days 00:01:09.914879000,social call,0 days 12:55:38.889923000,0 days 12:55:38.914879000
12:56:54.257919,0 days 00:00:40.257919000,0 days 00:00:40.831360000,search,0 days 12:56:54.257919000,0 days 12:56:54.831360000
12:58:24.023680,0 days 00:00:24.023680000,0 days 00:00:24.033920000,search,0 days 12:58:24.023680000,0 days 12:58:24.033920000
12:59:57.584320,0 days 00:00:12.584320000,0 days 00:00:14.290560000,search,0 days 12:59:57.584320000,0 days 12:59:59.290560000
13:00:23.623360,0 days 00:00:38.623360000,0 days 00:00:39.343361000,search,0 days 13:00:23.623360000,0 days 13:00:24.343361000
13:01:19.988800,0 days 00:01:34.988800000,0 days 00:01:36.434570000,search,0 days 13:01:19.988800000,0 days 13:01:21.434570000
13:02:11.124802,0 days 00:00:40.124802000,0 days 00:00:41.347839000,search,0 days 13:02:11.124802000,0 days 13:02:12.347839000
13:02:16.382401,0 days 00:00:45.382401000,0 days 00:00:45.861759000,approach,0 days 13:02:16.382401000,0 days 13:02:16.861759000
13:02:55.256630,0 days 00:01:24.256630000,0 days 00:01:24.351357000,search,0 days 13:02:55.256630000,0 days 13:02:55.351357000
13:03:09.529266,0 days 00:01:38.529266000,0 days 00:01:39.011841000,search,0 days 13:03:09.529266000,0 days 13:03:10.011841000
13:04:13.586559,0 days 00:00:57.586559000,0 days 00:00:58.257919000,search,0 days 13:04:13.586559000,0 days 13:04:14.257919000
13:04:39.289597,0 days 00:01:23.289597000,0 days 00:01:23.417587000,search,0 days 13:04:39.289597000,0 days 13:04:39.417587000
13:05:06.672000,0 days 00:00:04.672000000,0 days 00:00:04.697600000,social call,0 days 13:05:06.672000000,0 days 13:05:06.697600000
13:05:06.816640,0 days 00:00:04.816640000,0 days 00:00:04.842240000,social call,0 days 13:05:06.816640000,0 days 13:05:06.842240000
13:05:07.191040,0 days 00:00:05.191040000,0 days 00:00:05.216640000,social call,0 days 13:05:07.191040000,0 days 13:05:07.216640000
13:05:09.943680,0 days 00:00:07.943680000,0 days 00:00:08.691200000,search,0 days 13:05:09.943680000,0 days 13:05:10.691200000
13:05:10.752640,0 days 00:00:08.752640000,0 days 00:00:08.790400000,social calls?,0 days 13:05:10.752640000,0 days 13:05:10.790400000
13:06:44.832703,0 days 00:01:42.832703000,0 days 00:01:43.087997000,search,0 days 13:06:44.832703000,0 days 13:06:45.087997000
13:08:03.113281,0 days 00:01:16.113281000,0 days 00:01:16.132477000,social call,0 days 13:08:03.113281000,0 days 13:08:03.132477000
13:08:03.306549,0 days 00:01:16.306549000,0 days 00:01:16.329597000,social call,0 days 13:08:03.306549000,0 days 13:08:03.329597000
13:08:04.281921,0 days 00:01:17.281921000,0 days 00:01:17.777283000,buzz1,0 days 13:08:04.281921000,0 days 13:08:04.777283000
13:08:44.913600,0 days 00:00:11.913600000,0 days 00:00:12.554880000,search,0 days 13:08:44.913600000,0 days 13:08:45.554880000
13:09:23.807041,0 days 00:00:50.807041000,0 days 00:00:50.832642000,social call,0 days 13:09:23.807041000,0 days 13:09:23.832642000
13:09:24.907200,0 days 00:00:51.907200000,0 days 00:00:51.932800000,social call,0 days 13:09:24.907200000,0 days 13:09:24.932800000
13:09:32.449600,0 days 00:00:59.449600000,0 days 00:01:00.096001000,buzz1,0 days 13:09:32.449600000,0 days 13:09:33.096001000
13:09:33.336639,0 days 00:01:00.336639000,0 days 00:01:00.580479000,search,0 days 13:09:33.336639000,0 days 13:09:33.580479000
13:09:40.621117,0 days 00:01:07.621117000,0 days 00:01:08.312309000,search,0 days 13:09:40.621117000,0 days 13:09:41.312309000
13:10:27.249280,0 days 00:00:09.249280000,0 days 00:00:09.623040000,search,0 days 13:10:27.249280000,0 days 13:10:27.623040000
13:12:00.087700,0 days 00:01:42.087700000,0 days 00:01:42.526100000,search,0 days 13:12:00.087700000,0 days 13:12:00.526100000
13:13:03.890560,0 days 00:00:59.890560000,0 days 00:01:00.099201000,search,0 days 13:13:03.890560000,0 days 13:13:04.099201000
13:13:58.856640,0 days 00:00:09.856640000,0 days 00:00:10.522880000,buzz1,0 days 13:13:58.856640000,0 days 13:13:59.522880000
13:14:52.210880,0 days 00:01:03.210880000,0 days 00:01:03.320961000,search,0 days 13:14:52.210880000,0 days 13:14:52.320961000
13:17:20.259498,0 days 00:01:45.259498999,0 days 00:01:45.285103000,empty,0 days 13:17:20.259498999,0 days 13:17:20.285103000
13:19:05.231400,0 days 00:01:45.231400000,0 days 00:01:45.257004000,empty,0 days 13:19:05.231400000,0 days 13:19:05.257004000
13:20:51.249298,0 days 00:01:45.249298000,0 days 00:01:45.274902000,empty,0 days 13:20:51.249298000,0 days 13:20:51.274902000
13:22:37.275497,0 days 00:01:45.275497000,0 days 00:01:45.301102000,empty,0 days 13:22:37.275497000,0 days 13:22:37.301102000
13:23:30.106560,0 days 00:00:53.106560000,0 days 00:00:53.118721000,search,0 days 13:23:30.106560000,0 days 13:23:30.118721000
13:25:06.159039,0 days 00:00:43.159039000,0 days 00:00:43.166721000,search,0 days 13:25:06.159039000,0 days 13:25:06.166721000
13:27:53.233299,0 days 00:01:45.233299000,0 days 00:01:45.258904000,empty,0 days 13:27:53.233299000,0 days 13:27:53.258904000
13:29:39.230103,0 days 00:01:45.230103000,0 days 00:01:45.255699000,empty,0 days 13:29:39.230103000,0 days 13:29:39.255699000
13:31:24.294701,0 days 00:01:45.294701000,0 days 00:01:45.320297000,empty,0 days 13:31:24.294701000,0 days 13:31:24.320297000
13:32:00.123199,0 days 00:00:35.123199000,0 days 00:00:35.322880000,search,0 days 13:32:00.123199000,0 days 13:32:00.322880000
13:32:46.310081,0 days 00:01:21.310081000,0 days 00:01:21.749779000,search,0 days 13:32:46.310081000,0 days 13:32:46.749779000
13:34:56.246696,0 days 00:01:45.246696000,0 days 00:01:45.272301000,empty,0 days 13:34:56.246696000,0 days 13:34:56.272301000
13:34:59.926400,0 days 00:00:03.926400000,0 days 00:00:05.031680000,buzz1,0 days 13:34:59.926400000,0 days 13:35:01.031680000
13:35:28.037762,0 days 00:00:32.037762000,0 days 00:00:32.063358000,social call,0 days 13:35:28.037762000,0 days 13:35:28.063358000
13:35:28.574081,0 days 00:00:32.574081000,0 days 00:00:32.599682000,social call,0 days 13:35:28.574081000,0 days 13:35:28.599682000
13:38:26.822403,0 days 00:01:44.822403000,0 days 00:01:45.130897999,search,0 days 13:38:26.822403000,0 days 13:38:27.130897999
13:40:12.242897,0 days 00:01:45.242897000,0 days 00:01:45.268501000,empty,0 days 13:40:12.242897000,0 days 13:40:12.268501000
13:41:58.282600,0 days 00:01:45.282600000,0 days 00:01:45.308197000,empty,0 days 13:41:58.282600000,0 days 13:41:58.308197000
13:43:43.273598,0 days 00:01:45.273598000,0 days 00:01:45.299202000,empty,0 days 13:43:43.273598000,0 days 13:43:43.299202000
13:45:29.246101,0 days 00:01:45.246101000,0 days 00:01:45.271698000,empty,0 days 13:45:29.246101000,0 days 13:45:29.271698000
13:45:47.577600,0 days 00:00:17.577600000,0 days 00:00:17.669760000,search,0 days 13:45:47.577600000,0 days 13:45:47.669760000
13:46:32.870399,0 days 00:01:02.870399000,0 days 00:01:02.992641000,search,0 days 13:46:32.870399000,0 days 13:46:32.992641000
13:47:57.123520,0 days 00:00:42.123520000,0 days 00:00:43.123840000,search,0 days 13:47:57.123520000,0 days 13:47:58.123840000
13:49:22.975679,0 days 00:00:21.975679000,0 days 00:00:21.985920000,search,0 days 13:49:22.975679000,0 days 13:49:22.985920000
13:52:32.284500,0 days 00:01:45.284500000,0 days 00:01:45.310097000,empty,0 days 13:52:32.284500000,0 days 13:52:32.310097000
13:54:17.235199,0 days 00:01:45.235199000,0 days 00:01:45.260803000,empty,0 days 13:54:17.235199000,0 days 13:54:17.260803000
13:56:03.233902,0 days 00:01:45.233902000,0 days 00:01:45.259498999,empty,0 days 13:56:03.233902000,0 days 13:56:03.259498999
13:57:48.248001,0 days 00:01:45.248001000,0 days 00:01:45.273598000,empty,0 days 13:57:48.248001000,0 days 13:57:48.273598000
13:59:34.244797,0 days 00:01:45.244797000,0 days 00:01:45.270401000,empty,0 days 13:59:34.244797000,0 days 13:59:34.270401000
14:01:20.278702,0 days 00:01:45.278702000,0 days 00:01:45.304298000,empty,0 days 14:01:20.278702000,0 days 14:01:20.304298000
14:03:05.238403,0 days 00:01:45.238403000,0 days 00:01:45.264000000,empty,0 days 14:03:05.238403000,0 days 14:03:05.264000000
14:04:51.287003,0 days 00:01:45.287003000,0 days 00:01:45.312599000,empty,0 days 14:04:51.287003000,0 days 14:04:51.312599000
14:06:36.267799,0 days 00:01:45.267799000,0 days 00:01:45.293404000,empty,0 days 14:06:36.267799000,0 days 14:06:36.293404000
14:08:22.262100,0 days 00:01:45.262100000,0 days 00:01:45.287697000,empty,0 days 14:08:22.262100000,0 days 14:08:22.287697000
14:10:08.235802,0 days 00:01:45.235802000,0 days 00:01:45.261398000,empty,0 days 14:10:08.235802000,0 days 14:10:08.261398000
14:11:32.926720,0 days 00:01:24.926720000,0 days 00:01:25.400307000,search,0 days 14:11:32.926720000,0 days 14:11:33.400307000
14:13:39.255699,0 days 00:01:45.255699000,0 days 00:01:45.281303000,empty,0 days 14:13:39.255699000,0 days 14:13:39.281303000
14:13:58.545601,0 days 00:00:19.545601000,0 days 00:00:20.190720000,approach,0 days 14:13:58.545601000,0 days 14:13:59.190720000
14:17:10.245399,0 days 00:01:45.245399000,0 days 00:01:45.271004000,empty,0 days 14:17:10.245399000,0 days 14:17:10.271004000
14:18:56.242897,0 days 00:01:45.242897000,0 days 00:01:45.268501000,empty,0 days 14:18:56.242897000,0 days 14:18:56.268501000
14:20:41.286400,0 days 00:01:45.286400000,0 days 00:01:45.311996000,empty,0 days 14:20:41.286400000,0 days 14:20:41.311996000
14:22:27.280602,0 days 00:01:45.280602000,0 days 00:01:45.306198000,empty,0 days 14:22:27.280602000,0 days 14:22:27.306198000
14:24:13.287003,0 days 00:01:45.287003000,0 days 00:01:45.312599000,empty,0 days 14:24:13.287003000,0 days 14:24:13.312599000
14:25:58.251801,0 days 00:01:45.251801000,0 days 00:01:45.277397000,empty,0 days 14:25:58.251801000,0 days 14:25:58.277397000
14:27:44.253799,0 days 00:01:45.253799000,0 days 00:01:45.279404000,empty,0 days 14:27:44.253799000,0 days 14:27:44.279404000
14:29:30.240303,0 days 00:01:45.240303000,0 days 00:01:45.265900000,empty,0 days 14:29:30.240303000,0 days 14:29:30.265900000
14:29:59.733440,0 days 00:00:28.733440000,0 days 00:00:28.759041000,empty,0 days 14:29:59.733440000,0 days 14:29:59.759041000
