,start_time,end_time,activity,real_start,real_end
11:58:32.413759,0 days 00:00:27.413759000,0 days 00:00:28.699520000,search,0 days 11:58:32.413759000,0 days 11:58:33.699520000
12:01:33.929298,0 days 00:01:44.929298000,0 days 00:01:44.954903000,empty,0 days 12:01:33.929298000,0 days 12:01:33.954903000
12:03:18.993301,0 days 00:01:44.993301000,0 days 00:01:45.018898000,empty,0 days 12:03:18.993301000,0 days 12:03:19.018898000
12:05:04.002197,0 days 00:01:45.002197000,0 days 00:01:45.027802000,empty,0 days 12:05:04.002197000,0 days 12:05:04.027802000
12:06:21.654083,0 days 00:01:18.654083000,0 days 00:01:19.996140000,search,0 days 12:06:21.654083000,0 days 12:06:22.996140000
12:06:49.779840,0 days 00:00:01.779840000,0 days 00:00:02.648320000,approach,0 days 12:06:49.779840000,0 days 12:06:50.648320000
12:06:50.714880,0 days 00:00:02.714880000,0 days 00:00:03.598720000,search,0 days 12:06:50.714880000,0 days 12:06:51.598720000
12:07:01.196160,0 days 00:00:13.196160000,0 days 00:00:14.766080000,buzz1,0 days 12:07:01.196160000,0 days 12:07:02.766080000
12:07:02.778880,0 days 00:00:14.778880000,0 days 00:00:15.971200000,attack,0 days 12:07:02.778880000,0 days 12:07:03.971200000
12:07:04.101120,0 days 00:00:16.101120000,0 days 00:00:16.266239000,search,0 days 12:07:04.101120000,0 days 12:07:04.266239000
12:10:18.066199,0 days 00:01:45.066199999,0 days 00:01:45.091797000,empty,0 days 12:10:18.066199999,0 days 12:10:18.091797000
12:10:20.122880,0 days 00:00:02.122880000,0 days 00:00:03.268480000,buzz1,0 days 12:10:20.122880000,0 days 12:10:21.268480000
12:10:21.325440,0 days 00:00:03.325440000,0 days 00:00:03.955840000,search,0 days 12:10:21.325440000,0 days 12:10:21.955840000
12:12:21.995520,0 days 00:00:19.995520000,0 days 00:00:21.136641000,search,0 days 12:12:21.995520000,0 days 12:12:23.136641000
12:15:32.008003,0 days 00:01:45.008003000,0 days 00:01:45.033600000,empty,0 days 12:15:32.008003000,0 days 12:15:32.033600000
12:17:16.924202,0 days 00:01:44.924202000,0 days 00:01:44.949799000,empty,0 days 12:17:16.924202000,0 days 12:17:16.949799000
12:18:53.581429,0 days 00:01:37.581429000,0 days 00:01:38.206718000,search,0 days 12:18:53.581429000,0 days 12:18:54.206718000
12:19:28.072639,0 days 00:00:27.072639000,0 days 00:00:28.081280000,search,0 days 12:19:28.072639000,0 days 12:19:29.081280000
12:20:39.705910,0 days 00:01:38.705910000,0 days 00:01:38.897919000,search,0 days 12:20:39.705910000,0 days 12:20:39.897919000
12:22:30.953598,0 days 00:01:44.953598000,0 days 00:01:44.979202000,empty,0 days 12:22:30.953598000,0 days 12:22:30.979202000
12:23:16.417278,0 days 00:00:46.417278000,0 days 00:00:47.648640000,search,0 days 12:23:16.417278000,0 days 12:23:17.648640000
12:26:00.121300,0 days 00:01:45.121300000,0 days 00:01:45.146896000,empty,0 days 12:26:00.121300000,0 days 12:26:00.146896000
12:27:45.010597,0 days 00:01:45.010597000,0 days 00:01:45.036201000,empty,0 days 12:27:45.010597000,0 days 12:27:45.036201000
12:27:54.083520,0 days 00:00:09.083520000,0 days 00:00:10.215040000,search,0 days 12:27:54.083520000,0 days 12:27:55.215040000
12:29:30.847040,0 days 00:00:01.847040000,0 days 00:00:02.445440000,search,0 days 12:29:30.847040000,0 days 12:29:31.445440000
12:32:13.582722,0 days 00:00:59.582722000,0 days 00:00:59.591042000,search,0 days 12:32:13.582722000,0 days 12:32:13.591042000
12:32:38.023041,0 days 00:01:24.023041000,0 days 00:01:26.332176000,buzz1,0 days 12:32:38.023041000,0 days 12:32:40.332176000
12:32:40.395508,0 days 00:01:26.395508000,0 days 00:01:26.545280000,search,0 days 12:32:40.395508000,0 days 12:32:40.545280000
12:34:12.708794,0 days 00:01:13.708794000,0 days 00:01:14.428802000,search,0 days 12:34:12.708794000,0 days 12:34:13.428802000
12:35:16.875198,0 days 00:00:33.875198000,0 days 00:00:34.889599000,search,0 days 12:35:16.875198000,0 days 12:35:17.889599000
12:35:28.288319,0 days 00:00:45.288319000,0 days 00:00:45.415680000,search,0 days 12:35:28.288319000,0 days 12:35:28.415680000
12:37:54.872307,0 days 00:01:26.872307000,0 days 00:01:28.177917000,search,0 days 12:37:54.872307000,0 days 12:37:56.177917000
12:39:58.038696,0 days 00:01:45.038696000,0 days 00:01:45.064301000,empty,0 days 12:39:58.038696000,0 days 12:39:58.064301000
12:40:13.306880,0 days 00:00:15.306880000,0 days 00:00:16.456320000,search,0 days 12:40:13.306880000,0 days 12:40:14.456320000
12:43:27.953003,0 days 00:01:44.953003000,0 days 00:01:44.978600000,empty,0 days 12:43:27.953003000,0 days 12:43:27.978600000
12:44:15.993919,0 days 00:00:48.993919000,0 days 00:00:50.423038000,search,0 days 12:44:15.993919000,0 days 12:44:17.423038000
12:46:02.090240,0 days 00:00:50.090240000,0 days 00:00:50.817921000,search,0 days 12:46:02.090240000,0 days 12:46:02.817921000
12:46:11.050880,0 days 00:00:59.050880000,0 days 00:00:59.404800000,search,0 days 12:46:11.050880000,0 days 12:46:11.404800000
12:46:27.850883,0 days 00:01:15.850883000,0 days 00:01:16.488960000,search,0 days 12:46:27.850883000,0 days 12:46:28.488960000
12:48:02.267838,0 days 00:01:05.267838000,0 days 00:01:06.502411000,search,0 days 12:48:02.267838000,0 days 12:48:03.502411000
12:50:26.011803,0 days 00:01:45.011803000,0 days 00:01:45.037399000,empty,0 days 12:50:26.011803000,0 days 12:50:26.037399000
12:52:10.924202,0 days 00:01:44.924202000,0 days 00:01:44.949799000,empty,0 days 12:52:10.924202000,0 days 12:52:10.949799000
12:53:55.956802,0 days 00:01:44.956802000,0 days 00:01:44.982399000,empty,0 days 12:53:55.956802000,0 days 12:53:55.982399000
12:55:40.923500,0 days 00:01:44.923500000,0 days 00:01:44.949097000,empty,0 days 12:55:40.923500000,0 days 12:55:40.949097000
12:57:25.933098,0 days 00:01:44.933098000,0 days 00:01:44.958702000,empty,0 days 12:57:25.933098000,0 days 12:57:25.958702000
12:59:09.884499,0 days 00:01:44.884499000,0 days 00:01:44.910103000,empty,0 days 12:59:09.884499000,0 days 12:59:09.910103000
13:00:55.089897,0 days 00:01:45.089897000,0 days 00:01:45.115501000,empty,0 days 13:00:55.089897000,0 days 13:00:55.115501000
13:02:39.985603,0 days 00:01:44.985603000,0 days 00:01:45.011200000,empty,0 days 13:02:39.985603000,0 days 13:02:40.011200000
13:04:24.999001,0 days 00:01:44.999001000,0 days 00:01:45.024597000,empty,0 days 13:04:24.999001000,0 days 13:04:25.024597000
13:06:09.079697,0 days 00:01:45.079697000,0 days 00:01:45.105301000,empty,0 days 13:06:09.079697000,0 days 13:06:09.105301000
13:07:54.050903,0 days 00:01:45.050903000,0 days 00:01:45.076500000,empty,0 days 13:07:54.050903000,0 days 13:07:54.076500000
13:09:39.040001,0 days 00:01:45.040001000,0 days 00:01:45.065598000,empty,0 days 13:09:39.040001000,0 days 13:09:39.065598000
13:11:24.122597,0 days 00:01:45.122597000,0 days 00:01:45.148201000,empty,0 days 13:11:24.122597000,0 days 13:11:24.148201000
13:13:09.090599,0 days 00:01:45.090599000,0 days 00:01:45.116203000,empty,0 days 13:13:09.090599000,0 days 13:13:09.116203000
13:14:53.029800,0 days 00:01:45.029800000,0 days 00:01:45.055397000,empty,0 days 13:14:53.029800000,0 days 13:14:53.055397000
13:16:38.071404,0 days 00:01:45.071404000,0 days 00:01:45.097000000,empty,0 days 13:16:38.071404000,0 days 13:16:38.097000000
13:18:23.061096,0 days 00:01:45.061096000,0 days 00:01:45.086700000,empty,0 days 13:18:23.061096000,0 days 13:18:23.086700000
13:18:54.621120,0 days 00:00:31.621120000,0 days 00:00:32.492802000,search,0 days 13:18:54.621120000,0 days 13:18:55.492802000
13:21:52.067497,0 days 00:01:45.067497000,0 days 00:01:45.093102000,empty,0 days 13:21:52.067497000,0 days 13:21:52.093102000
13:23:37.076500,0 days 00:01:45.076500000,0 days 00:01:45.102097000,empty,0 days 13:23:37.076500000,0 days 13:23:37.102097000
13:25:22.132201,0 days 00:01:45.132201999,0 days 00:01:45.157799000,empty,0 days 13:25:22.132201999,0 days 13:25:22.157799000
13:27:06.992599,0 days 00:01:44.992599000,0 days 00:01:45.018204000,empty,0 days 13:27:06.992599000,0 days 13:27:07.018204000
13:28:52.070099,0 days 00:01:45.070099000,0 days 00:01:45.095703000,empty,0 days 13:28:52.070099000,0 days 13:28:52.095703000
13:30:36.147499,0 days 00:01:45.147499000,0 days 00:01:45.173103000,empty,0 days 13:30:36.147499000,0 days 13:30:36.173103000
13:31:59.757439,0 days 00:01:23.757439000,0 days 00:01:25.847054000,search,0 days 13:31:59.757439000,0 days 13:32:01.847054000
13:34:04.834900,0 days 00:01:43.834900000,0 days 00:01:44.387901000,buzz1,0 days 13:34:04.834900000,0 days 13:34:05.387901000
13:35:21.810547,0 days 00:01:15.810547000,0 days 00:01:17.002869000,buzz1,0 days 13:35:21.810547000,0 days 13:35:23.002869000
13:35:23.049606,0 days 00:01:17.049606000,0 days 00:01:17.944962000,buzz1,0 days 13:35:23.049606000,0 days 13:35:23.944962000
13:35:23.984627,0 days 00:01:17.984627000,0 days 00:01:18.800003000,search,0 days 13:35:23.984627000,0 days 13:35:24.800003000
13:35:41.806717,0 days 00:01:35.806717000,0 days 00:01:36.666237000,buzz1,0 days 13:35:41.806717000,0 days 13:35:42.666237000
13:35:42.707176,0 days 00:01:36.707176000,0 days 00:01:37.444481000,search,0 days 13:35:42.707176000,0 days 13:35:43.444481000
13:36:10.772800,0 days 00:00:19.772800000,0 days 00:00:20.469761000,approach,0 days 13:36:10.772800000,0 days 13:36:11.469761000
13:36:11.641279,0 days 00:00:20.641279000,0 days 00:00:21.336960000,search,0 days 13:36:11.641279000,0 days 13:36:12.336960000
13:39:20.149399,0 days 00:01:45.149399000,0 days 00:01:45.175003000,empty,0 days 13:39:20.149399000,0 days 13:39:20.175003000
13:39:56.101120,0 days 00:00:36.101120000,0 days 00:00:37.098240000,search,0 days 13:39:56.101120000,0 days 13:39:57.098240000
13:40:40.810883,0 days 00:01:20.810883000,0 days 00:01:21.153931000,approach,0 days 13:40:40.810883000,0 days 13:40:41.153931000
13:40:41.207039,0 days 00:01:21.207039000,0 days 00:01:22.281593000,search,0 days 13:40:41.207039000,0 days 13:40:42.281593000
13:40:59.423370,0 days 00:01:39.423370000,0 days 00:01:40.330902000,search,0 days 13:40:59.423370000,0 days 13:41:00.330902000
13:41:31.366079,0 days 00:00:26.366079000,0 days 00:00:28.120960000,search,0 days 13:41:31.366079000,0 days 13:41:33.120960000
13:41:45.936958,0 days 00:00:40.936958000,0 days 00:00:42.142719000,approach,0 days 13:41:45.936958000,0 days 13:41:47.142719000
13:41:51.505600,0 days 00:00:46.505600000,0 days 00:00:47.189121000,search,0 days 13:41:51.505600000,0 days 13:41:52.189121000
13:44:05.119362,0 days 00:01:15.119362000,0 days 00:01:15.633278000,search,0 days 13:44:05.119362000,0 days 13:44:05.633278000
13:44:25.392616,0 days 00:01:35.392616000,0 days 00:01:36.840317000,search,0 days 13:44:25.392616000,0 days 13:44:26.840317000
13:44:29.848320,0 days 00:01:39.848320000,0 days 00:01:42.163101000,search,0 days 13:44:29.848320000,0 days 13:44:32.163101000
13:44:38.404160,0 days 00:00:03.404160000,0 days 00:00:05.042560000,search,0 days 13:44:38.404160000,0 days 13:44:40.042560000
13:45:13.225281,0 days 00:00:38.225281000,0 days 00:00:39.411839000,search,0 days 13:45:13.225281000,0 days 13:45:14.411839000
13:45:20.297920,0 days 00:00:45.297920000,0 days 00:00:47.023361000,search,0 days 13:45:20.297920000,0 days 13:45:22.023361000
13:46:01.825600,0 days 00:01:26.825600000,0 days 00:01:28.241257000,search,0 days 13:46:01.825600000,0 days 13:46:03.241257000
13:46:05.636803,0 days 00:01:30.636803000,0 days 00:01:30.893440000,buzz1,0 days 13:46:05.636803000,0 days 13:46:05.893440000
13:46:05.940163,0 days 00:01:30.940163000,0 days 00:01:31.665932000,search,0 days 13:46:05.940163000,0 days 13:46:06.665932000
13:46:13.820480,0 days 00:01:38.820480000,0 days 00:01:40.641296000,search,0 days 13:46:13.820480000,0 days 13:46:15.641296000
13:46:20.132160,0 days 00:00:01.132160000,0 days 00:00:02.677760000,search,0 days 13:46:20.132160000,0 days 13:46:21.677760000
13:47:02.527679,0 days 00:00:43.527679000,0 days 00:00:44.066558999,search,0 days 13:47:02.527679000,0 days 13:47:03.066558999
13:47:40.824638,0 days 00:01:21.824638000,0 days 00:01:22.593887000,search,0 days 13:47:40.824638000,0 days 13:47:41.593887000
13:49:07.872639,0 days 00:01:03.872639000,0 days 00:01:05.105278000,search,0 days 13:49:07.872639000,0 days 13:49:09.105278000
13:49:16.769920,0 days 00:01:12.769920000,0 days 00:01:14.112640000,search,0 days 13:49:16.769920000,0 days 13:49:18.112640000
13:50:25.839680,0 days 00:00:36.839680000,0 days 00:00:37.011200000,search,0 days 13:50:25.839680000,0 days 13:50:26.011200000
13:50:38.894402,0 days 00:00:49.894402000,0 days 00:00:51.674881000,search,0 days 13:50:38.894402000,0 days 13:50:40.674881000
13:52:50.155533,0 days 00:01:16.155533000,0 days 00:01:17.118721000,search,0 days 13:52:50.155533000,0 days 13:52:51.118721000
13:53:36.214081,0 days 00:00:17.214081000,0 days 00:00:18.309120000,buzz1,0 days 13:53:36.214081000,0 days 13:53:37.309120000
13:53:37.357759,0 days 00:00:18.357759000,0 days 00:00:18.912640000,search,0 days 13:53:37.357759000,0 days 13:53:37.912640000
13:55:26.837761,0 days 00:00:22.837761000,0 days 00:00:24.976641000,search,0 days 13:55:26.837761000,0 days 13:55:28.976641000
13:55:38.198399,0 days 00:00:34.198399000,0 days 00:00:36.348160000,search,0 days 13:55:38.198399000,0 days 13:55:40.348160000
13:56:02.981758,0 days 00:00:58.981758000,0 days 00:01:01.111038000,search,0 days 13:56:02.981758000,0 days 13:56:05.111038000
13:58:33.097000,0 days 00:01:45.097000000,0 days 00:01:45.122597000,empty,0 days 13:58:33.097000000,0 days 13:58:33.122597000
13:58:47.686720,0 days 00:00:14.686720000,0 days 00:00:15.555840000,buzz1,0 days 13:58:47.686720000,0 days 13:58:48.555840000
13:58:48.596800,0 days 00:00:15.596800000,0 days 00:00:17.321600000,buzz2,0 days 13:58:48.596800000,0 days 13:58:50.321600000
13:58:50.399040,0 days 00:00:17.399040000,0 days 00:00:17.978239000,search,0 days 13:58:50.399040000,0 days 13:58:50.978239000
14:02:03.107201,0 days 00:01:45.107201000,0 days 00:01:45.132797000,empty,0 days 14:02:03.107201000,0 days 14:02:03.132797000
14:03:48.030403,0 days 00:01:45.030403000,0 days 00:01:45.056000000,empty,0 days 14:03:48.030403000,0 days 14:03:48.056000000
14:05:12.978600,0 days 00:01:44.978600000,0 days 00:01:45.004204000,empty,0 days 14:05:12.978600000,0 days 14:05:13.004204000
14:06:38.505279,0 days 00:01:05.505279999,0 days 00:01:06.197121000,search,0 days 14:06:38.505279999,0 days 14:06:39.197121000
14:09:02.972198,0 days 00:01:44.972198000,0 days 00:01:44.997803000,empty,0 days 14:09:02.972198000,0 days 14:09:02.997803000
14:10:47.128304,0 days 00:01:45.128304000,0 days 00:01:45.153900000,empty,0 days 14:10:47.128304000,0 days 14:10:47.153900000
14:12:32.107201,0 days 00:01:45.107201000,0 days 00:01:45.132797000,empty,0 days 14:12:32.107201000,0 days 14:12:32.132797000
14:14:17.007401,0 days 00:01:45.007401000,0 days 00:01:45.032997000,empty,0 days 14:14:17.007401000,0 days 14:14:17.032997000
14:16:02.030403,0 days 00:01:45.030403000,0 days 00:01:45.056000000,empty,0 days 14:16:02.030403000,0 days 14:16:02.056000000
14:17:46.967697,0 days 00:01:44.967697000,0 days 00:01:44.993301000,empty,0 days 14:17:46.967697000,0 days 14:17:46.993301000
14:19:31.929298,0 days 00:01:44.929298000,0 days 00:01:44.954903000,empty,0 days 14:19:31.929298000,0 days 14:19:31.954903000
14:21:17.089897,0 days 00:01:45.089897000,0 days 00:01:45.115501000,empty,0 days 14:21:17.089897000,0 days 14:21:17.115501000
14:23:01.935699,0 days 00:01:44.935699000,0 days 00:01:44.961304000,empty,0 days 14:23:01.935699000,0 days 14:23:01.961304000
14:24:47.031700,0 days 00:01:45.031700000,0 days 00:01:45.057297000,empty,0 days 14:24:47.031700000,0 days 14:24:47.057297000
14:26:30.852501,0 days 00:01:44.852501000,0 days 00:01:44.878098000,empty,0 days 14:26:30.852501000,0 days 14:26:30.878098000
14:28:17.065598,0 days 00:01:45.065598000,0 days 00:01:45.091202000,empty,0 days 14:28:17.065598000,0 days 14:28:17.091202000
14:29:59.379799,0 days 00:01:43.379799000,0 days 00:01:43.405403000,empty,0 days 14:29:59.379799000,0 days 14:29:59.405403000
